region,heritability,pvalue
265,0.057103,1.3675e-08
266,0.060734,2.1661e-09
267,0.055543,2.4002e-08
268,0.052446,7.8496e-08
269,0.072647,2.87e-12
270,0.055991,4.5916e-08
271,0.048827,1.2698e-06
272,0.055841,4.5128e-08
273,0.051052,8.0675e-07
274,0.02917,0.0028696
275,0.061943,6.2372e-10
276,0.086049,2.3604e-17
277,0.08159,2.2446e-15
278,0.073447,8.2518e-13
279,0.072494,2.5799e-12
280,0.059229,4.7207e-09
281,0.052254,2.3972e-07
282,0.034314,0.00058015
283,0.071741,6.9016e-12
284,0.066262,1.3826e-10
285,0.051971,1.3043e-07
286,0.061188,2.112e-09
287,0.059865,1.0176e-08
288,0.047498,4.8545e-06
289,0.075002,4.464e-13
290,0.106725,6.3443e-24
291,0.098771,7.3295e-21
292,0.087438,4.85e-17
293,0.078649,7.1911e-14
294,0.058676,6.6928e-09
295,0.065036,3.0158e-10
296,0.048879,3.5753e-07
297,0.065792,1.4615e-10
298,0.060895,4.2735e-09
299,0.046568,4.2318e-06
300,0.078217,6.8208e-14
301,0.071794,6.5296e-12
302,0.07784,1.1386e-13
303,0.065523,3.1436e-10
304,0.061018,5.6738e-09
305,0.043458,1.4348e-05
306,0.083187,1.6721e-15
307,0.062375,1.6635e-09
308,0.054314,6.4129e-08
309,0.049065,1.7654e-06
310,0.03515,0.00031517
311,0.089224,9.098e-18
312,0.053734,7.0075e-08
313,0.051563,4.5574e-07
314,0.061218,6.3625e-09
315,0.060549,4.4757e-09
316,0.050026,1.0529e-06
317,0.061708,1.7365e-09
318,0.044221,6.9672e-06
319,0.053272,2.5584e-07
320,0.066843,1.6562e-10
321,0.070945,4.1932e-12
322,0.060225,3.842e-09
323,0.044551,6.1014e-06
324,0.030254,0.0012723
325,0.059725,4.6137e-09
326,0.074292,5.4422e-13
327,0.085331,1.0275e-16
328,0.067805,1.9589e-11
329,0.024219,0.0099412
330,0.056654,2.8182e-08
331,0.082891,2.3772e-15
332,0.090784,5.4025e-18
333,0.059768,3.864e-09
334,0.035163,0.00051035
335,0.037487,0.00014712
336,0.077891,8.5892e-14
337,0.073875,1.5019e-12
338,0.077405,7.295e-14
339,0.05457,2.7211e-07
340,0.05179,5.1539e-07
341,0.048014,2.6341e-06
342,0.048236,1.6866e-06
343,0.054978,3.8679e-08
344,0.066137,3.4277e-10
345,0.059393,1.9095e-09
346,0.205112,0.75
347,0.017175,0.042793
348,0.055637,3.1144e-08
349,0.053149,6.6855e-08
350,0.20585,0.75
351,0.204588,0.75
352,0.031865,0.00065756
353,0.068567,1.9627e-11
354,0.049346,1.3025e-06
355,0.03357,0.0005999
356,0.052647,3.1201e-07
357,0.063276,4.6211e-10
358,0.041895,1.8677e-05
359,0.045799,9.5474e-06
360,0.057388,3.2697e-08
361,0.043192,3.0608e-05
362,0.047401,6.5069e-06
363,0.059318,5.9857e-09
364,0.064426,1.5593e-10
365,0.057103,1.3675e-08
366,0.060734,2.1661e-09
367,0.055543,2.4002e-08
368,0.052446,7.8496e-08
369,0.072647,2.87e-12
370,0.055991,4.5916e-08
371,0.048827,1.2698e-06
372,0.055841,4.5128e-08
373,0.051052,8.0675e-07
374,0.02917,0.0028696
375,0.061943,6.2372e-10
376,0.086049,2.3604e-17
377,0.08159,2.2446e-15
378,0.073447,8.2518e-13
379,0.072494,2.5799e-12
380,0.059229,4.7207e-09
381,0.052254,2.3972e-07
382,0.034314,0.00058015
383,0.071741,6.9016e-12
384,0.066262,1.3826e-10
385,0.051971,1.3043e-07
386,0.061188,2.112e-09
387,0.059865,1.0176e-08
388,0.047498,4.8545e-06
389,0.075002,4.464e-13
390,0.106725,6.3443e-24
391,0.098771,7.3295e-21
392,0.087438,4.85e-17
393,0.078649,7.1911e-14
394,0.058676,6.6928e-09
395,0.065036,3.0158e-10
396,0.048879,3.5753e-07
397,0.065792,1.4615e-10
398,0.060895,4.2735e-09
399,0.046568,4.2318e-06
400,0.078217,6.8208e-14
401,0.071794,6.5296e-12
402,0.07784,1.1386e-13
403,0.065523,3.1436e-10
404,0.061018,5.6738e-09
405,0.043458,1.4348e-05
406,0.083187,1.6721e-15
407,0.062375,1.6635e-09
408,0.054314,6.4129e-08
409,0.049065,1.7654e-06
410,0.03515,0.00031517
411,0.089224,9.098e-18
412,0.053734,7.0075e-08
413,0.051563,4.5574e-07
414,0.061218,6.3625e-09
415,0.060549,4.4757e-09
416,0.050026,1.0529e-06
417,0.061708,1.7365e-09
418,0.044221,6.9672e-06
419,0.053272,2.5584e-07
420,0.066843,1.6562e-10
421,0.070945,4.1932e-12
422,0.060225,3.842e-09
423,0.044551,6.1014e-06
424,0.030254,0.0012723
425,0.059725,4.6137e-09
426,0.074292,5.4422e-13
427,0.085331,1.0275e-16
428,0.067805,1.9589e-11
429,0.024219,0.0099412
430,0.056654,2.8182e-08
431,0.082891,2.3772e-15
432,0.090784,5.4025e-18
433,0.059768,3.864e-09
434,0.035163,0.00051035
435,0.037487,0.00014712
436,0.077891,8.5892e-14
437,0.073875,1.5019e-12
438,0.077405,7.295e-14
439,0.05457,2.7211e-07
440,0.05179,5.1539e-07
441,0.048014,2.6341e-06
442,0.048236,1.6866e-06
443,0.054978,3.8679e-08
444,0.066137,3.4277e-10
445,0.059393,1.9095e-09
446,0.205112,0.75
447,0.017175,0.042793
448,0.055637,3.1144e-08
449,0.053149,6.6855e-08
450,0.20585,0.75
451,0.204588,0.75
452,0.031865,0.00065756
453,0.068567,1.9627e-11
454,0.049346,1.3025e-06
455,0.03357,0.0005999
456,0.052647,3.1201e-07
457,0.063276,4.6211e-10
458,0.041895,1.8677e-05
459,0.045799,9.5474e-06
460,0.057388,3.2697e-08
461,0.043192,3.0608e-05
462,0.047401,6.5069e-06
463,0.059318,5.9857e-09
464,0.064426,1.5593e-10
465,0.057103,1.3675e-08
466,0.060734,2.1661e-09
467,0.055543,2.4002e-08
468,0.052446,7.8496e-08
469,0.072647,2.87e-12
470,0.055991,4.5916e-08
471,0.048827,1.2698e-06
472,0.055841,4.5128e-08
473,0.051052,8.0675e-07
474,0.02917,0.0028696
475,0.061943,6.2372e-10
476,0.086049,2.3604e-17
477,0.08159,2.2446e-15
478,0.073447,8.2518e-13
479,0.072494,2.5799e-12
480,0.059229,4.7207e-09
481,0.052254,2.3972e-07
482,0.034314,0.00058015
483,0.071741,6.9016e-12
484,0.066262,1.3826e-10
485,0.051971,1.3043e-07
486,0.061188,2.112e-09
487,0.059865,1.0176e-08
488,0.047498,4.8545e-06
489,0.075002,4.464e-13
490,0.106725,6.3443e-24
491,0.098771,7.3295e-21
492,0.087438,4.85e-17
493,0.078649,7.1911e-14
494,0.058676,6.6928e-09
495,0.065036,3.0158e-10
496,0.048879,3.5753e-07
497,0.065792,1.4615e-10
498,0.060895,4.2735e-09
499,0.046568,4.2318e-06
500,0.078217,6.8208e-14
501,0.071794,6.5296e-12
502,0.07784,1.1386e-13
503,0.065523,3.1436e-10
504,0.061018,5.6738e-09
505,0.043458,1.4348e-05
506,0.083187,1.6721e-15
507,0.062375,1.6635e-09
508,0.054314,6.4129e-08
509,0.049065,1.7654e-06
510,0.03515,0.00031517
511,0.089224,9.098e-18
512,0.053734,7.0075e-08
513,0.051563,4.5574e-07
514,0.061218,6.3625e-09
515,0.060549,4.4757e-09
516,0.050026,1.0529e-06
517,0.061708,1.7365e-09
518,0.044221,6.9672e-06
519,0.053272,2.5584e-07
520,0.066843,1.6562e-10
521,0.070945,4.1932e-12
522,0.060225,3.842e-09
523,0.044551,6.1014e-06
524,0.030254,0.0012723
525,0.059725,4.6137e-09
526,0.074292,5.4422e-13
527,0.085331,1.0275e-16
528,0.067805,1.9589e-11
529,0.024219,0.0099412
530,0.056654,2.8182e-08
531,0.082891,2.3772e-15
532,0.090784,5.4025e-18
533,0.059768,3.864e-09
534,0.035163,0.00051035
535,0.037487,0.00014712
536,0.077891,8.5892e-14
537,0.073875,1.5019e-12
538,0.077405,7.295e-14
539,0.05457,2.7211e-07
540,0.05179,5.1539e-07
541,0.048014,2.6341e-06
542,0.048236,1.6866e-06
543,0.054978,3.8679e-08
544,0.066137,3.4277e-10
545,0.059393,1.9095e-09
546,0.205112,0.75
547,0.017175,0.042793
548,0.055637,3.1144e-08
549,0.053149,6.6855e-08
550,0.20585,0.75
551,0.204588,0.75
552,0.031865,0.00065756
553,0.068567,1.9627e-11
554,0.049346,1.3025e-06
555,0.03357,0.0005999
556,0.052647,3.1201e-07
557,0.063276,4.6211e-10
558,0.041895,1.8677e-05
559,0.045799,9.5474e-06
560,0.057388,3.2697e-08
561,0.043192,3.0608e-05
562,0.047401,6.5069e-06
563,0.059318,5.9857e-09
564,0.064426,1.5593e-10
565,0.057103,1.3675e-08
566,0.060734,2.1661e-09
567,0.055543,2.4002e-08
568,0.052446,7.8496e-08
569,0.072647,2.87e-12
570,0.055991,4.5916e-08
571,0.048827,1.2698e-06
572,0.055841,4.5128e-08
573,0.051052,8.0675e-07
574,0.02917,0.0028696
575,0.061943,6.2372e-10
576,0.086049,2.3604e-17
577,0.08159,2.2446e-15
578,0.073447,8.2518e-13
579,0.072494,2.5799e-12
580,0.059229,4.7207e-09
581,0.052254,2.3972e-07
582,0.034314,0.00058015
583,0.071741,6.9016e-12
584,0.066262,1.3826e-10
585,0.051971,1.3043e-07
586,0.061188,2.112e-09
587,0.059865,1.0176e-08
588,0.047498,4.8545e-06
589,0.075002,4.464e-13
590,0.106725,6.3443e-24
591,0.098771,7.3295e-21
592,0.087438,4.85e-17
593,0.078649,7.1911e-14
594,0.058676,6.6928e-09
595,0.065036,3.0158e-10
596,0.048879,3.5753e-07
597,0.065792,1.4615e-10
598,0.060895,4.2735e-09
599,0.046568,4.2318e-06
600,0.078217,6.8208e-14
601,0.071794,6.5296e-12
602,0.07784,1.1386e-13
603,0.065523,3.1436e-10
604,0.061018,5.6738e-09
605,0.043458,1.4348e-05
606,0.083187,1.6721e-15
607,0.062375,1.6635e-09
608,0.054314,6.4129e-08
609,0.049065,1.7654e-06
610,0.03515,0.00031517
611,0.089224,9.098e-18
612,0.053734,7.0075e-08
613,0.051563,4.5574e-07
614,0.061218,6.3625e-09
615,0.060549,4.4757e-09
616,0.050026,1.0529e-06
617,0.061708,1.7365e-09
618,0.044221,6.9672e-06
619,0.053272,2.5584e-07
620,0.066843,1.6562e-10
621,0.070945,4.1932e-12
622,0.060225,3.842e-09
623,0.044551,6.1014e-06
624,0.030254,0.0012723
625,0.059725,4.6137e-09
626,0.074292,5.4422e-13
627,0.085331,1.0275e-16
628,0.067805,1.9589e-11
629,0.024219,0.0099412
630,0.056654,2.8182e-08
631,0.082891,2.3772e-15
632,0.090784,5.4025e-18
633,0.059768,3.864e-09
634,0.035163,0.00051035
635,0.037487,0.00014712
636,0.077891,8.5892e-14
637,0.073875,1.5019e-12
638,0.077405,7.295e-14
639,0.05457,2.7211e-07
640,0.05179,5.1539e-07
641,0.048014,2.6341e-06
642,0.048236,1.6866e-06
643,0.054978,3.8679e-08
644,0.066137,3.4277e-10
645,0.059393,1.9095e-09
646,0.205112,0.75
647,0.017175,0.042793
648,0.055637,3.1144e-08
649,0.053149,6.6855e-08
650,0.20585,0.75
651,0.204588,0.75
652,0.031865,0.00065756
653,0.068567,1.9627e-11
654,0.049346,1.3025e-06
655,0.03357,0.0005999
656,0.052647,3.1201e-07
657,0.063276,4.6211e-10
658,0.041895,1.8677e-05
659,0.045799,9.5474e-06
660,0.057388,3.2697e-08
661,0.043192,3.0608e-05
662,0.047401,6.5069e-06
663,0.059318,5.9857e-09
664,0.064426,1.5593e-10
665,0.057103,1.3675e-08
666,0.060734,2.1661e-09
667,0.055543,2.4002e-08
668,0.052446,7.8496e-08
669,0.072647,2.87e-12
670,0.055991,4.5916e-08
671,0.048827,1.2698e-06
672,0.055841,4.5128e-08
673,0.051052,8.0675e-07
674,0.02917,0.0028696
675,0.061943,6.2372e-10
676,0.086049,2.3604e-17
677,0.08159,2.2446e-15
678,0.073447,8.2518e-13
679,0.072494,2.5799e-12
680,0.059229,4.7207e-09
681,0.052254,2.3972e-07
682,0.034314,0.00058015
683,0.071741,6.9016e-12
684,0.066262,1.3826e-10
685,0.051971,1.3043e-07
686,0.061188,2.112e-09
687,0.059865,1.0176e-08
688,0.047498,4.8545e-06
689,0.075002,4.464e-13
690,0.106725,6.3443e-24
691,0.098771,7.3295e-21
692,0.087438,4.85e-17
693,0.078649,7.1911e-14
694,0.058676,6.6928e-09
695,0.065036,3.0158e-10
696,0.048879,3.5753e-07
697,0.065792,1.4615e-10
698,0.060895,4.2735e-09
699,0.046568,4.2318e-06
700,0.078217,6.8208e-14
701,0.071794,6.5296e-12
702,0.07784,1.1386e-13
703,0.065523,3.1436e-10
704,0.061018,5.6738e-09
705,0.043458,1.4348e-05
706,0.083187,1.6721e-15
707,0.062375,1.6635e-09
708,0.054314,6.4129e-08
709,0.049065,1.7654e-06
710,0.03515,0.00031517
711,0.089224,9.098e-18
712,0.053734,7.0075e-08
713,0.051563,4.5574e-07
714,0.061218,6.3625e-09
715,0.060549,4.4757e-09
716,0.050026,1.0529e-06
717,0.061708,1.7365e-09
718,0.044221,6.9672e-06
719,0.053272,2.5584e-07
720,0.066843,1.6562e-10
721,0.070945,4.1932e-12
722,0.060225,3.842e-09
723,0.044551,6.1014e-06
724,0.030254,0.0012723
725,0.059725,4.6137e-09
726,0.074292,5.4422e-13
727,0.085331,1.0275e-16
728,0.067805,1.9589e-11
729,0.024219,0.0099412
730,0.056654,2.8182e-08
731,0.082891,2.3772e-15
732,0.090784,5.4025e-18
733,0.059768,3.864e-09
734,0.035163,0.00051035
735,0.037487,0.00014712
736,0.077891,8.5892e-14
737,0.073875,1.5019e-12
738,0.077405,7.295e-14
739,0.05457,2.7211e-07
740,0.05179,5.1539e-07
741,0.048014,2.6341e-06
742,0.048236,1.6866e-06
743,0.054978,3.8679e-08
744,0.066137,3.4277e-10
745,0.059393,1.9095e-09
746,0.205112,0.75
747,0.017175,0.042793
748,0.055637,3.1144e-08
749,0.053149,6.6855e-08
750,0.20585,0.75
751,0.204588,0.75
752,0.031865,0.00065756
753,0.068567,1.9627e-11
754,0.049346,1.3025e-06
755,0.03357,0.0005999
756,0.052647,3.1201e-07
757,0.063276,4.6211e-10
758,0.041895,1.8677e-05
759,0.045799,9.5474e-06
760,0.057388,3.2697e-08
761,0.043192,3.0608e-05
762,0.047401,6.5069e-06
763,0.059318,5.9857e-09
764,0.064426,1.5593e-10
765,0.057103,1.3675e-08
766,0.060734,2.1661e-09
767,0.055543,2.4002e-08
768,0.052446,7.8496e-08
769,0.072647,2.87e-12
770,0.055991,4.5916e-08
771,0.048827,1.2698e-06
772,0.055841,4.5128e-08
773,0.051052,8.0675e-07
774,0.02917,0.0028696
775,0.061943,6.2372e-10
776,0.086049,2.3604e-17
777,0.08159,2.2446e-15
778,0.073447,8.2518e-13
779,0.072494,2.5799e-12
780,0.059229,4.7207e-09
781,0.052254,2.3972e-07
782,0.034314,0.00058015
783,0.071741,6.9016e-12
784,0.066262,1.3826e-10
785,0.051971,1.3043e-07
786,0.061188,2.112e-09
787,0.059865,1.0176e-08
788,0.047498,4.8545e-06
789,0.075002,4.464e-13
790,0.106725,6.3443e-24
791,0.098771,7.3295e-21
792,0.087438,4.85e-17
793,0.078649,7.1911e-14
794,0.058676,6.6928e-09
795,0.065036,3.0158e-10
796,0.048879,3.5753e-07
797,0.065792,1.4615e-10
798,0.060895,4.2735e-09
799,0.046568,4.2318e-06
800,0.078217,6.8208e-14
801,0.071794,6.5296e-12
802,0.07784,1.1386e-13
803,0.065523,3.1436e-10
804,0.061018,5.6738e-09
805,0.043458,1.4348e-05
806,0.083187,1.6721e-15
807,0.062375,1.6635e-09
808,0.054314,6.4129e-08
809,0.049065,1.7654e-06
810,0.03515,0.00031517
811,0.089224,9.098e-18
812,0.053734,7.0075e-08
813,0.051563,4.5574e-07
814,0.061218,6.3625e-09
815,0.060549,4.4757e-09
816,0.050026,1.0529e-06
817,0.061708,1.7365e-09
818,0.044221,6.9672e-06
819,0.053272,2.5584e-07
820,0.066843,1.6562e-10
821,0.070945,4.1932e-12
822,0.060225,3.842e-09
823,0.044551,6.1014e-06
824,0.030254,0.0012723
825,0.059725,4.6137e-09
826,0.074292,5.4422e-13
827,0.085331,1.0275e-16
828,0.067805,1.9589e-11
829,0.024219,0.0099412
830,0.056654,2.8182e-08
831,0.082891,2.3772e-15
832,0.090784,5.4025e-18
833,0.059768,3.864e-09
834,0.035163,0.00051035
835,0.037487,0.00014712
836,0.077891,8.5892e-14
837,0.073875,1.5019e-12
838,0.077405,7.295e-14
839,0.05457,2.7211e-07
840,0.05179,5.1539e-07
841,0.048014,2.6341e-06
842,0.048236,1.6866e-06
843,0.054978,3.8679e-08
844,0.066137,3.4277e-10
845,0.059393,1.9095e-09
846,0.205112,0.75
847,0.017175,0.042793
848,0.055637,3.1144e-08
849,0.053149,6.6855e-08
850,0.20585,0.75
851,0.204588,0.75
852,0.031865,0.00065756
853,0.068567,1.9627e-11
854,0.049346,1.3025e-06
855,0.03357,0.0005999
856,0.052647,3.1201e-07
857,0.063276,4.6211e-10
858,0.041895,1.8677e-05
859,0.045799,9.5474e-06
860,0.057388,3.2697e-08
861,0.043192,3.0608e-05
862,0.047401,6.5069e-06
863,0.059318,5.9857e-09
864,0.064426,1.5593e-10
865,0.057103,1.3675e-08
866,0.060734,2.1661e-09
867,0.055543,2.4002e-08
868,0.052446,7.8496e-08
869,0.072647,2.87e-12
870,0.055991,4.5916e-08
871,0.048827,1.2698e-06
872,0.055841,4.5128e-08
873,0.051052,8.0675e-07
874,0.02917,0.0028696
875,0.061943,6.2372e-10
876,0.086049,2.3604e-17
877,0.08159,2.2446e-15
878,0.073447,8.2518e-13
879,0.072494,2.5799e-12
880,0.059229,4.7207e-09
881,0.052254,2.3972e-07
882,0.034314,0.00058015
883,0.071741,6.9016e-12
884,0.066262,1.3826e-10
885,0.051971,1.3043e-07
886,0.061188,2.112e-09
887,0.059865,1.0176e-08
888,0.047498,4.8545e-06
889,0.075002,4.464e-13
890,0.106725,6.3443e-24
891,0.098771,7.3295e-21
892,0.087438,4.85e-17
893,0.078649,7.1911e-14
894,0.058676,6.6928e-09
895,0.065036,3.0158e-10
896,0.048879,3.5753e-07
897,0.065792,1.4615e-10
898,0.060895,4.2735e-09
899,0.046568,4.2318e-06
900,0.078217,6.8208e-14
901,0.071794,6.5296e-12
902,0.07784,1.1386e-13
903,0.065523,3.1436e-10
904,0.061018,5.6738e-09
905,0.043458,1.4348e-05
906,0.083187,1.6721e-15
907,0.062375,1.6635e-09
908,0.054314,6.4129e-08
909,0.049065,1.7654e-06
910,0.03515,0.00031517
911,0.089224,9.098e-18
912,0.053734,7.0075e-08
913,0.051563,4.5574e-07
914,0.061218,6.3625e-09
915,0.060549,4.4757e-09
916,0.050026,1.0529e-06
917,0.061708,1.7365e-09
918,0.044221,6.9672e-06
919,0.053272,2.5584e-07
920,0.066843,1.6562e-10
921,0.070945,4.1932e-12
922,0.060225,3.842e-09
923,0.044551,6.1014e-06
924,0.030254,0.0012723
925,0.059725,4.6137e-09
926,0.074292,5.4422e-13
927,0.085331,1.0275e-16
928,0.067805,1.9589e-11
929,0.024219,0.0099412
930,0.056654,2.8182e-08
931,0.082891,2.3772e-15
932,0.090784,5.4025e-18
933,0.059768,3.864e-09
934,0.035163,0.00051035
935,0.037487,0.00014712
936,0.077891,8.5892e-14
937,0.073875,1.5019e-12
938,0.077405,7.295e-14
939,0.05457,2.7211e-07
940,0.05179,5.1539e-07
941,0.048014,2.6341e-06
942,0.048236,1.6866e-06
943,0.054978,3.8679e-08
944,0.066137,3.4277e-10
945,0.059393,1.9095e-09
946,0.205112,0.75
947,0.017175,0.042793
948,0.055637,3.1144e-08
949,0.053149,6.6855e-08
950,0.20585,0.75
951,0.204588,0.75
952,0.031865,0.00065756
953,0.068567,1.9627e-11
954,0.049346,1.3025e-06
955,0.03357,0.0005999
956,0.052647,3.1201e-07
957,0.063276,4.6211e-10
958,0.041895,1.8677e-05
