region,heritability,pvalue
168,0.043653,1.0524e-05
169,0.059375,1.294e-08
170,0.044793,8.8009e-06
171,0.040657,6.1291e-05
172,0.038278,0.00012976
173,0.038345,8.9263e-05
174,0.020088,0.027475
175,0.021439,0.010966
176,0.204918,0.75
177,0.018512,0.031247
178,0.031666,0.0012462
179,0.038419,0.00015985
180,0.044459,1.4691e-05
181,0.039119,0.00013872
182,0.020712,0.025017
183,0.016666,0.048492
184,0.011061,0.14814
185,0.042198,5.7216e-05
186,0.046517,9.3634e-06
187,0.033615,0.00092373
188,0.023677,0.011105
189,0.037139,0.0003884
190,0.035363,0.00025078
191,0.039257,2.2026e-05
192,0.053862,1.0282e-07
193,0.058919,9.7146e-09
194,0.066246,1.4101e-10
195,0.045935,8.2913e-06
196,0.042781,2.6772e-05
197,0.049106,1.4542e-06
198,0.063635,4.3864e-10
199,0.036027,0.00046438
200,0.040153,7.9637e-05
201,0.075904,2.6947e-13
202,0.079966,7.2907e-14
203,0.079242,7.0847e-14
204,0.067956,7.389e-11
205,0.057504,3.8868e-08
206,0.070279,3.1306e-11
207,0.069754,3.4306e-11
208,0.053955,1.6922e-07
209,0.055006,9.5289e-08
210,0.080689,2.349e-14
211,0.084195,1.1992e-15
212,0.064121,6.4695e-10
213,0.058966,4.1513e-09
214,0.049282,5.8968e-07
215,0.056615,7.0132e-08
216,0.071872,8.1514e-12
217,0.067373,6.3594e-11
218,0.044107,1.2141e-05
219,0.051458,2.6249e-07
220,0.057321,1.6263e-08
221,0.045787,4.5917e-06
222,0.054129,1.0403e-07
223,0.053938,1.6521e-07
224,0.067148,1.0092e-10
225,0.062326,1.8326e-09
226,0.037673,0.00019103
227,0.022604,0.015328
228,0.044899,8.9585e-06
229,0.063612,1.4761e-09
230,0.062643,2.9771e-09
231,0.041699,2.6673e-05
232,0.043149,1.9105e-05
233,0.051757,4.1115e-07
234,0.054448,1.4649e-07
235,0.043081,2.6842e-05
236,0.023812,0.010232
237,0.020655,0.024125
238,0.046031,6.0188e-06
239,0.075224,6.8049e-13
240,0.082486,7.3219e-15
241,0.056489,3.6089e-08
242,0.046376,5.193e-06
243,0.039275,9.664e-05
244,0.055025,1.0539e-07
245,0.052518,3.5025e-07
246,0.032448,0.00097153
247,0.026002,0.0055887
248,0.055103,7.5249e-08
249,0.079726,4.5959e-14
250,0.090297,2.1275e-17
251,0.074617,9.4384e-13
252,0.052677,3.5471e-07
253,0.048662,2.6694e-06
254,0.060725,7.1768e-09
255,0.053542,2.9692e-07
256,0.043417,1.5665e-05
257,0.036845,0.00027896
258,0.054995,9.3296e-08
259,0.062697,5.9537e-10
260,0.066586,1.2026e-10
261,0.062606,3.3342e-09
262,0.055148,7.0592e-08
263,0.051534,6.8126e-07
264,0.040633,6.3216e-05
265,0.040719,2.5079e-05
266,0.034325,0.0002115
267,0.035267,0.00014475
268,0.043653,1.0524e-05
269,0.059375,1.294e-08
270,0.044793,8.8009e-06
271,0.040657,6.1291e-05
272,0.038278,0.00012976
273,0.038345,8.9263e-05
274,0.020088,0.027475
275,0.021439,0.010966
276,0.204918,0.75
277,0.018512,0.031247
278,0.031666,0.0012462
279,0.038419,0.00015985
280,0.044459,1.4691e-05
281,0.039119,0.00013872
282,0.020712,0.025017
283,0.016666,0.048492
284,0.011061,0.14814
285,0.042198,5.7216e-05
286,0.046517,9.3634e-06
287,0.033615,0.00092373
288,0.023677,0.011105
289,0.037139,0.0003884
290,0.035363,0.00025078
291,0.039257,2.2026e-05
292,0.053862,1.0282e-07
293,0.058919,9.7146e-09
294,0.066246,1.4101e-10
295,0.045935,8.2913e-06
296,0.042781,2.6772e-05
297,0.049106,1.4542e-06
298,0.063635,4.3864e-10
299,0.036027,0.00046438
300,0.040153,7.9637e-05
301,0.075904,2.6947e-13
302,0.079966,7.2907e-14
303,0.079242,7.0847e-14
304,0.067956,7.389e-11
305,0.057504,3.8868e-08
306,0.070279,3.1306e-11
307,0.069754,3.4306e-11
308,0.053955,1.6922e-07
309,0.055006,9.5289e-08
310,0.080689,2.349e-14
311,0.084195,1.1992e-15
312,0.064121,6.4695e-10
313,0.058966,4.1513e-09
314,0.049282,5.8968e-07
315,0.056615,7.0132e-08
316,0.071872,8.1514e-12
317,0.067373,6.3594e-11
318,0.044107,1.2141e-05
319,0.051458,2.6249e-07
320,0.057321,1.6263e-08
321,0.045787,4.5917e-06
322,0.054129,1.0403e-07
323,0.053938,1.6521e-07
324,0.067148,1.0092e-10
325,0.062326,1.8326e-09
326,0.037673,0.00019103
327,0.022604,0.015328
328,0.044899,8.9585e-06
329,0.063612,1.4761e-09
330,0.062643,2.9771e-09
331,0.041699,2.6673e-05
332,0.043149,1.9105e-05
333,0.051757,4.1115e-07
334,0.054448,1.4649e-07
335,0.043081,2.6842e-05
336,0.023812,0.010232
337,0.020655,0.024125
338,0.046031,6.0188e-06
339,0.075224,6.8049e-13
340,0.082486,7.3219e-15
341,0.056489,3.6089e-08
342,0.046376,5.193e-06
343,0.039275,9.664e-05
344,0.055025,1.0539e-07
345,0.052518,3.5025e-07
346,0.032448,0.00097153
347,0.026002,0.0055887
348,0.055103,7.5249e-08
349,0.079726,4.5959e-14
350,0.090297,2.1275e-17
351,0.074617,9.4384e-13
352,0.052677,3.5471e-07
353,0.048662,2.6694e-06
354,0.060725,7.1768e-09
355,0.053542,2.9692e-07
356,0.043417,1.5665e-05
357,0.036845,0.00027896
358,0.054995,9.3296e-08
359,0.062697,5.9537e-10
360,0.066586,1.2026e-10
361,0.062606,3.3342e-09
362,0.055148,7.0592e-08
363,0.051534,6.8126e-07
364,0.040633,6.3216e-05
365,0.040719,2.5079e-05
366,0.034325,0.0002115
367,0.035267,0.00014475
368,0.043653,1.0524e-05
369,0.059375,1.294e-08
370,0.044793,8.8009e-06
371,0.040657,6.1291e-05
372,0.038278,0.00012976
373,0.038345,8.9263e-05
374,0.020088,0.027475
375,0.021439,0.010966
376,0.204918,0.75
377,0.018512,0.031247
378,0.031666,0.0012462
379,0.038419,0.00015985
380,0.044459,1.4691e-05
381,0.039119,0.00013872
382,0.020712,0.025017
383,0.016666,0.048492
384,0.011061,0.14814
385,0.042198,5.7216e-05
386,0.046517,9.3634e-06
387,0.033615,0.00092373
388,0.023677,0.011105
389,0.037139,0.0003884
390,0.035363,0.00025078
391,0.039257,2.2026e-05
392,0.053862,1.0282e-07
393,0.058919,9.7146e-09
394,0.066246,1.4101e-10
395,0.045935,8.2913e-06
396,0.042781,2.6772e-05
397,0.049106,1.4542e-06
398,0.063635,4.3864e-10
399,0.036027,0.00046438
400,0.040153,7.9637e-05
401,0.075904,2.6947e-13
402,0.079966,7.2907e-14
403,0.079242,7.0847e-14
404,0.067956,7.389e-11
405,0.057504,3.8868e-08
406,0.070279,3.1306e-11
407,0.069754,3.4306e-11
408,0.053955,1.6922e-07
409,0.055006,9.5289e-08
410,0.080689,2.349e-14
411,0.084195,1.1992e-15
412,0.064121,6.4695e-10
413,0.058966,4.1513e-09
414,0.049282,5.8968e-07
415,0.056615,7.0132e-08
416,0.071872,8.1514e-12
417,0.067373,6.3594e-11
418,0.044107,1.2141e-05
419,0.051458,2.6249e-07
420,0.057321,1.6263e-08
421,0.045787,4.5917e-06
422,0.054129,1.0403e-07
423,0.053938,1.6521e-07
424,0.067148,1.0092e-10
425,0.062326,1.8326e-09
426,0.037673,0.00019103
427,0.022604,0.015328
428,0.044899,8.9585e-06
429,0.063612,1.4761e-09
430,0.062643,2.9771e-09
431,0.041699,2.6673e-05
432,0.043149,1.9105e-05
433,0.051757,4.1115e-07
434,0.054448,1.4649e-07
435,0.043081,2.6842e-05
436,0.023812,0.010232
437,0.020655,0.024125
438,0.046031,6.0188e-06
439,0.075224,6.8049e-13
440,0.082486,7.3219e-15
441,0.056489,3.6089e-08
442,0.046376,5.193e-06
443,0.039275,9.664e-05
444,0.055025,1.0539e-07
445,0.052518,3.5025e-07
446,0.032448,0.00097153
447,0.026002,0.0055887
448,0.055103,7.5249e-08
449,0.079726,4.5959e-14
450,0.090297,2.1275e-17
451,0.074617,9.4384e-13
452,0.052677,3.5471e-07
453,0.048662,2.6694e-06
454,0.060725,7.1768e-09
455,0.053542,2.9692e-07
456,0.043417,1.5665e-05
457,0.036845,0.00027896
458,0.054995,9.3296e-08
459,0.062697,5.9537e-10
460,0.066586,1.2026e-10
461,0.062606,3.3342e-09
462,0.055148,7.0592e-08
463,0.051534,6.8126e-07
464,0.040633,6.3216e-05
465,0.040719,2.5079e-05
466,0.034325,0.0002115
467,0.035267,0.00014475
468,0.043653,1.0524e-05
469,0.059375,1.294e-08
470,0.044793,8.8009e-06
471,0.040657,6.1291e-05
472,0.038278,0.00012976
473,0.038345,8.9263e-05
474,0.020088,0.027475
475,0.021439,0.010966
476,0.204918,0.75
477,0.018512,0.031247
478,0.031666,0.0012462
479,0.038419,0.00015985
480,0.044459,1.4691e-05
481,0.039119,0.00013872
482,0.020712,0.025017
483,0.016666,0.048492
484,0.011061,0.14814
485,0.042198,5.7216e-05
486,0.046517,9.3634e-06
487,0.033615,0.00092373
488,0.023677,0.011105
489,0.037139,0.0003884
490,0.035363,0.00025078
491,0.039257,2.2026e-05
492,0.053862,1.0282e-07
493,0.058919,9.7146e-09
494,0.066246,1.4101e-10
495,0.045935,8.2913e-06
496,0.042781,2.6772e-05
497,0.049106,1.4542e-06
498,0.063635,4.3864e-10
499,0.036027,0.00046438
500,0.040153,7.9637e-05
501,0.075904,2.6947e-13
502,0.079966,7.2907e-14
503,0.079242,7.0847e-14
504,0.067956,7.389e-11
505,0.057504,3.8868e-08
506,0.070279,3.1306e-11
507,0.069754,3.4306e-11
508,0.053955,1.6922e-07
509,0.055006,9.5289e-08
510,0.080689,2.349e-14
511,0.084195,1.1992e-15
512,0.064121,6.4695e-10
513,0.058966,4.1513e-09
514,0.049282,5.8968e-07
515,0.056615,7.0132e-08
516,0.071872,8.1514e-12
517,0.067373,6.3594e-11
518,0.044107,1.2141e-05
519,0.051458,2.6249e-07
520,0.057321,1.6263e-08
521,0.045787,4.5917e-06
522,0.054129,1.0403e-07
523,0.053938,1.6521e-07
524,0.067148,1.0092e-10
525,0.062326,1.8326e-09
526,0.037673,0.00019103
527,0.022604,0.015328
528,0.044899,8.9585e-06
529,0.063612,1.4761e-09
530,0.062643,2.9771e-09
531,0.041699,2.6673e-05
532,0.043149,1.9105e-05
533,0.051757,4.1115e-07
534,0.054448,1.4649e-07
535,0.043081,2.6842e-05
536,0.023812,0.010232
537,0.020655,0.024125
538,0.046031,6.0188e-06
539,0.075224,6.8049e-13
540,0.082486,7.3219e-15
541,0.056489,3.6089e-08
542,0.046376,5.193e-06
543,0.039275,9.664e-05
544,0.055025,1.0539e-07
545,0.052518,3.5025e-07
546,0.032448,0.00097153
547,0.026002,0.0055887
548,0.055103,7.5249e-08
549,0.079726,4.5959e-14
550,0.090297,2.1275e-17
551,0.074617,9.4384e-13
552,0.052677,3.5471e-07
553,0.048662,2.6694e-06
554,0.060725,7.1768e-09
555,0.053542,2.9692e-07
556,0.043417,1.5665e-05
557,0.036845,0.00027896
558,0.054995,9.3296e-08
559,0.062697,5.9537e-10
560,0.066586,1.2026e-10
561,0.062606,3.3342e-09
562,0.055148,7.0592e-08
563,0.051534,6.8126e-07
564,0.040633,6.3216e-05
565,0.040719,2.5079e-05
566,0.034325,0.0002115
567,0.035267,0.00014475
568,0.043653,1.0524e-05
569,0.059375,1.294e-08
570,0.044793,8.8009e-06
571,0.040657,6.1291e-05
572,0.038278,0.00012976
573,0.038345,8.9263e-05
574,0.020088,0.027475
575,0.021439,0.010966
576,0.204918,0.75
577,0.018512,0.031247
578,0.031666,0.0012462
579,0.038419,0.00015985
580,0.044459,1.4691e-05
581,0.039119,0.00013872
582,0.020712,0.025017
583,0.016666,0.048492
584,0.011061,0.14814
585,0.042198,5.7216e-05
586,0.046517,9.3634e-06
587,0.033615,0.00092373
588,0.023677,0.011105
589,0.037139,0.0003884
590,0.035363,0.00025078
591,0.039257,2.2026e-05
592,0.053862,1.0282e-07
593,0.058919,9.7146e-09
594,0.066246,1.4101e-10
595,0.045935,8.2913e-06
596,0.042781,2.6772e-05
597,0.049106,1.4542e-06
598,0.063635,4.3864e-10
599,0.036027,0.00046438
600,0.040153,7.9637e-05
601,0.075904,2.6947e-13
602,0.079966,7.2907e-14
603,0.079242,7.0847e-14
604,0.067956,7.389e-11
605,0.057504,3.8868e-08
606,0.070279,3.1306e-11
607,0.069754,3.4306e-11
608,0.053955,1.6922e-07
609,0.055006,9.5289e-08
610,0.080689,2.349e-14
611,0.084195,1.1992e-15
612,0.064121,6.4695e-10
613,0.058966,4.1513e-09
614,0.049282,5.8968e-07
615,0.056615,7.0132e-08
616,0.071872,8.1514e-12
617,0.067373,6.3594e-11
618,0.044107,1.2141e-05
619,0.051458,2.6249e-07
620,0.057321,1.6263e-08
621,0.045787,4.5917e-06
622,0.054129,1.0403e-07
623,0.053938,1.6521e-07
624,0.067148,1.0092e-10
625,0.062326,1.8326e-09
626,0.037673,0.00019103
627,0.022604,0.015328
628,0.044899,8.9585e-06
629,0.063612,1.4761e-09
630,0.062643,2.9771e-09
631,0.041699,2.6673e-05
632,0.043149,1.9105e-05
633,0.051757,4.1115e-07
634,0.054448,1.4649e-07
635,0.043081,2.6842e-05
636,0.023812,0.010232
637,0.020655,0.024125
638,0.046031,6.0188e-06
639,0.075224,6.8049e-13
640,0.082486,7.3219e-15
641,0.056489,3.6089e-08
642,0.046376,5.193e-06
643,0.039275,9.664e-05
644,0.055025,1.0539e-07
645,0.052518,3.5025e-07
646,0.032448,0.00097153
647,0.026002,0.0055887
648,0.055103,7.5249e-08
649,0.079726,4.5959e-14
650,0.090297,2.1275e-17
651,0.074617,9.4384e-13
652,0.052677,3.5471e-07
653,0.048662,2.6694e-06
654,0.060725,7.1768e-09
655,0.053542,2.9692e-07
656,0.043417,1.5665e-05
657,0.036845,0.00027896
658,0.054995,9.3296e-08
659,0.062697,5.9537e-10
660,0.066586,1.2026e-10
661,0.062606,3.3342e-09
662,0.055148,7.0592e-08
663,0.051534,6.8126e-07
664,0.040633,6.3216e-05
665,0.040719,2.5079e-05
666,0.034325,0.0002115
667,0.035267,0.00014475
668,0.043653,1.0524e-05
669,0.059375,1.294e-08
670,0.044793,8.8009e-06
671,0.040657,6.1291e-05
672,0.038278,0.00012976
673,0.038345,8.9263e-05
674,0.020088,0.027475
675,0.021439,0.010966
676,0.204918,0.75
677,0.018512,0.031247
678,0.031666,0.0012462
679,0.038419,0.00015985
680,0.044459,1.4691e-05
681,0.039119,0.00013872
682,0.020712,0.025017
683,0.016666,0.048492
684,0.011061,0.14814
685,0.042198,5.7216e-05
686,0.046517,9.3634e-06
687,0.033615,0.00092373
688,0.023677,0.011105
689,0.037139,0.0003884
690,0.035363,0.00025078
691,0.039257,2.2026e-05
692,0.053862,1.0282e-07
693,0.058919,9.7146e-09
694,0.066246,1.4101e-10
695,0.045935,8.2913e-06
696,0.042781,2.6772e-05
697,0.049106,1.4542e-06
698,0.063635,4.3864e-10
699,0.036027,0.00046438
700,0.040153,7.9637e-05
701,0.075904,2.6947e-13
702,0.079966,7.2907e-14
703,0.079242,7.0847e-14
704,0.067956,7.389e-11
705,0.057504,3.8868e-08
706,0.070279,3.1306e-11
707,0.069754,3.4306e-11
708,0.053955,1.6922e-07
709,0.055006,9.5289e-08
710,0.080689,2.349e-14
711,0.084195,1.1992e-15
712,0.064121,6.4695e-10
713,0.058966,4.1513e-09
714,0.049282,5.8968e-07
715,0.056615,7.0132e-08
716,0.071872,8.1514e-12
717,0.067373,6.3594e-11
718,0.044107,1.2141e-05
719,0.051458,2.6249e-07
720,0.057321,1.6263e-08
721,0.045787,4.5917e-06
722,0.054129,1.0403e-07
723,0.053938,1.6521e-07
724,0.067148,1.0092e-10
725,0.062326,1.8326e-09
726,0.037673,0.00019103
727,0.022604,0.015328
728,0.044899,8.9585e-06
729,0.063612,1.4761e-09
730,0.062643,2.9771e-09
731,0.041699,2.6673e-05
732,0.043149,1.9105e-05
733,0.051757,4.1115e-07
734,0.054448,1.4649e-07
735,0.043081,2.6842e-05
736,0.023812,0.010232
737,0.020655,0.024125
738,0.046031,6.0188e-06
739,0.075224,6.8049e-13
740,0.082486,7.3219e-15
741,0.056489,3.6089e-08
742,0.046376,5.193e-06
743,0.039275,9.664e-05
744,0.055025,1.0539e-07
745,0.052518,3.5025e-07
746,0.032448,0.00097153
747,0.026002,0.0055887
748,0.055103,7.5249e-08
749,0.079726,4.5959e-14
750,0.090297,2.1275e-17
751,0.074617,9.4384e-13
752,0.052677,3.5471e-07
753,0.048662,2.6694e-06
754,0.060725,7.1768e-09
755,0.053542,2.9692e-07
756,0.043417,1.5665e-05
757,0.036845,0.00027896
758,0.054995,9.3296e-08
759,0.062697,5.9537e-10
760,0.066586,1.2026e-10
761,0.062606,3.3342e-09
762,0.055148,7.0592e-08
763,0.051534,6.8126e-07
764,0.040633,6.3216e-05
765,0.040719,2.5079e-05
766,0.034325,0.0002115
767,0.035267,0.00014475
768,0.043653,1.0524e-05
769,0.059375,1.294e-08
770,0.044793,8.8009e-06
771,0.040657,6.1291e-05
772,0.038278,0.00012976
773,0.038345,8.9263e-05
774,0.020088,0.027475
775,0.021439,0.010966
776,0.204918,0.75
777,0.018512,0.031247
778,0.031666,0.0012462
779,0.038419,0.00015985
780,0.044459,1.4691e-05
781,0.039119,0.00013872
782,0.020712,0.025017
783,0.016666,0.048492
784,0.011061,0.14814
785,0.042198,5.7216e-05
786,0.046517,9.3634e-06
787,0.033615,0.00092373
788,0.023677,0.011105
789,0.037139,0.0003884
790,0.035363,0.00025078
791,0.039257,2.2026e-05
792,0.053862,1.0282e-07
793,0.058919,9.7146e-09
794,0.066246,1.4101e-10
795,0.045935,8.2913e-06
796,0.042781,2.6772e-05
797,0.049106,1.4542e-06
798,0.063635,4.3864e-10
799,0.036027,0.00046438
800,0.040153,7.9637e-05
801,0.075904,2.6947e-13
802,0.079966,7.2907e-14
803,0.079242,7.0847e-14
804,0.067956,7.389e-11
805,0.057504,3.8868e-08
806,0.070279,3.1306e-11
807,0.069754,3.4306e-11
808,0.053955,1.6922e-07
809,0.055006,9.5289e-08
810,0.080689,2.349e-14
811,0.084195,1.1992e-15
812,0.064121,6.4695e-10
813,0.058966,4.1513e-09
814,0.049282,5.8968e-07
815,0.056615,7.0132e-08
816,0.071872,8.1514e-12
817,0.067373,6.3594e-11
818,0.044107,1.2141e-05
819,0.051458,2.6249e-07
820,0.057321,1.6263e-08
821,0.045787,4.5917e-06
822,0.054129,1.0403e-07
823,0.053938,1.6521e-07
824,0.067148,1.0092e-10
825,0.062326,1.8326e-09
826,0.037673,0.00019103
827,0.022604,0.015328
828,0.044899,8.9585e-06
829,0.063612,1.4761e-09
830,0.062643,2.9771e-09
831,0.041699,2.6673e-05
832,0.043149,1.9105e-05
833,0.051757,4.1115e-07
834,0.054448,1.4649e-07
835,0.043081,2.6842e-05
836,0.023812,0.010232
837,0.020655,0.024125
838,0.046031,6.0188e-06
839,0.075224,6.8049e-13
840,0.082486,7.3219e-15
841,0.056489,3.6089e-08
842,0.046376,5.193e-06
843,0.039275,9.664e-05
844,0.055025,1.0539e-07
845,0.052518,3.5025e-07
846,0.032448,0.00097153
847,0.026002,0.0055887
848,0.055103,7.5249e-08
849,0.079726,4.5959e-14
850,0.090297,2.1275e-17
851,0.074617,9.4384e-13
852,0.052677,3.5471e-07
853,0.048662,2.6694e-06
854,0.060725,7.1768e-09
855,0.053542,2.9692e-07
856,0.043417,1.5665e-05
857,0.036845,0.00027896
858,0.054995,9.3296e-08
859,0.062697,5.9537e-10
860,0.066586,1.2026e-10
861,0.062606,3.3342e-09
862,0.055148,7.0592e-08
863,0.051534,6.8126e-07
864,0.040633,6.3216e-05
865,0.040719,2.5079e-05
866,0.034325,0.0002115
867,0.035267,0.00014475
868,0.043653,1.0524e-05
869,0.059375,1.294e-08
870,0.044793,8.8009e-06
871,0.040657,6.1291e-05
872,0.038278,0.00012976
873,0.038345,8.9263e-05
874,0.020088,0.027475
875,0.021439,0.010966
876,0.204918,0.75
877,0.018512,0.031247
878,0.031666,0.0012462
879,0.038419,0.00015985
880,0.044459,1.4691e-05
881,0.039119,0.00013872
882,0.020712,0.025017
883,0.016666,0.048492
884,0.011061,0.14814
885,0.042198,5.7216e-05
886,0.046517,9.3634e-06
887,0.033615,0.00092373
888,0.023677,0.011105
889,0.037139,0.0003884
890,0.035363,0.00025078
891,0.039257,2.2026e-05
892,0.053862,1.0282e-07
893,0.058919,9.7146e-09
894,0.066246,1.4101e-10
895,0.045935,8.2913e-06
896,0.042781,2.6772e-05
897,0.049106,1.4542e-06
898,0.063635,4.3864e-10
899,0.036027,0.00046438
900,0.040153,7.9637e-05
901,0.075904,2.6947e-13
902,0.079966,7.2907e-14
903,0.079242,7.0847e-14
904,0.067956,7.389e-11
905,0.057504,3.8868e-08
906,0.070279,3.1306e-11
907,0.069754,3.4306e-11
908,0.053955,1.6922e-07
909,0.055006,9.5289e-08
910,0.080689,2.349e-14
911,0.084195,1.1992e-15
912,0.064121,6.4695e-10
913,0.058966,4.1513e-09
914,0.049282,5.8968e-07
915,0.056615,7.0132e-08
916,0.071872,8.1514e-12
917,0.067373,6.3594e-11
918,0.044107,1.2141e-05
919,0.051458,2.6249e-07
920,0.057321,1.6263e-08
921,0.045787,4.5917e-06
922,0.054129,1.0403e-07
923,0.053938,1.6521e-07
924,0.067148,1.0092e-10
925,0.062326,1.8326e-09
926,0.037673,0.00019103
927,0.022604,0.015328
928,0.044899,8.9585e-06
929,0.063612,1.4761e-09
930,0.062643,2.9771e-09
931,0.041699,2.6673e-05
932,0.043149,1.9105e-05
933,0.051757,4.1115e-07
934,0.054448,1.4649e-07
935,0.043081,2.6842e-05
936,0.023812,0.010232
937,0.020655,0.024125
938,0.046031,6.0188e-06
939,0.075224,6.8049e-13
940,0.082486,7.3219e-15
941,0.056489,3.6089e-08
942,0.046376,5.193e-06
943,0.039275,9.664e-05
944,0.055025,1.0539e-07
945,0.052518,3.5025e-07
946,0.032448,0.00097153
947,0.026002,0.0055887
948,0.055103,7.5249e-08
949,0.079726,4.5959e-14
950,0.090297,2.1275e-17
951,0.074617,9.4384e-13
952,0.052677,3.5471e-07
953,0.048662,2.6694e-06
954,0.060725,7.1768e-09
955,0.053542,2.9692e-07
956,0.043417,1.5665e-05
957,0.036845,0.00027896
958,0.054995,9.3296e-08
959,0.062697,5.9537e-10
960,0.066586,1.2026e-10
961,0.062606,3.3342e-09
962,0.055148,7.0592e-08
963,0.051534,6.8126e-07
964,0.040633,6.3216e-05
965,0.040719,2.5079e-05
966,0.034325,0.0002115
967,0.035267,0.00014475
968,0.043653,1.0524e-05
969,0.059375,1.294e-08
970,0.044793,8.8009e-06
971,0.040657,6.1291e-05
972,0.038278,0.00012976
973,0.038345,8.9263e-05
974,0.020088,0.027475
