region,heritability,pvalue
87,0.001045,0.75
88,0.342005,0.75
89,0.249723,0.10965
90,0.023955,0.45565
91,0.214166,0.75
92,0.183692,0.18814
93,0.197343,0.15969
94,0.323848,0.75
95,0.382713,0.75
96,0.238894,0.13587
97,0.135187,0.27201
98,0.220195,0.75
99,0.403389,0.75
100,0.074818,0.35782
101,0.204054,0.75
102,0.205669,0.17473
103,0.186616,0.19991
104,0.463747,0.013886
105,0.342489,0.75
106,0.335942,0.75
107,0.013597,0.75
108,0.077022,0.36704
109,0.378978,0.75
110,0.340554,0.75
111,0.11567,0.29305
112,0.265151,0.12541
113,0.336237,0.060205
114,0.337372,0.75
115,0.332175,0.75
116,0.218279,0.75
117,0.227672,0.75
118,0.234579,0.75
119,0.33606,0.75
120,0.040486,0.42515
121,0.352094,0.041629
122,0.307814,0.062016
123,0.220798,0.75
124,0.33653,0.75
125,0.200148,0.75
126,0.308396,0.75
127,0.332751,0.75
128,0.286067,0.75
129,0.226451,0.75
130,0.204301,0.15446
131,0.059295,0.39014
132,0.33159,0.75
133,0.343551,0.75
134,0.239666,0.75
135,0.406039,0.75
136,0.283941,0.75
137,0.136214,0.24075
138,0.096504,0.31642
139,0.381291,0.75
140,0.344411,0.75
141,0.417227,0.75
142,0.435303,0.75
143,0.110651,0.27894
144,0.219496,0.75
145,0.384972,0.75
146,0.342911,0.75
147,0.428233,0.75
148,0.427346,0.75
149,0.404803,0.75
150,0.343071,0.75
151,0.341161,0.75
152,0.318285,0.75
153,0.129109,0.25959
154,0.334308,0.75
155,0.416234,0.75
156,0.334553,0.75
157,0.056833,0.38605
158,0.339982,0.038913
159,0.230945,0.75
160,0.323779,0.75
161,0.339411,0.75
162,0.379758,0.75
163,0.051286,0.39718
164,0.109981,0.29484
165,0.235749,0.11627
166,0.223774,0.75
167,0.163034,0.2236
168,0.239596,0.75
169,0.298936,0.074429
170,0.169519,0.19737
171,0.250472,0.10928
172,0.141404,0.23939
173,0.116702,0.27732
174,0.00121,0.75
175,0.139335,0.25331
176,0.080362,0.34045
177,0.242605,0.75
178,0.280638,0.072041
179,0.286919,0.75
180,0.064936,0.37132
181,0.316387,0.05466
182,0.029378,0.44232
183,0.226542,0.75
184,0.547957,0.0012657
185,0.286941,0.75
186,0.417784,0.75
187,0.422297,0.75
188,0.300466,0.065182
189,0.425964,0.75
190,0.38091,0.75
191,0.20327,0.14947
192,0.207292,0.14411
193,0.012285,0.75
194,0.212316,0.75
195,0.215363,0.75
196,0.341322,0.75
197,0.364234,0.035388
198,0.379409,0.75
199,0.403469,0.75
200,0.383542,0.75
201,0.427178,0.75
202,0.229208,0.75
203,0.14573,0.24802
204,0.019344,0.46236
205,0.234144,0.75
206,0.193431,0.19248
207,0.017247,0.46703
208,0.381267,0.75
209,0.338886,0.75
210,0.384463,0.75
211,0.408018,0.75
212,0.222188,0.75
213,0.208188,0.75
214,0.284051,0.75
215,0.343854,0.75
216,0.382735,0.75
217,0.289417,0.085109
218,0.175105,0.19755
219,0.143214,0.2366
220,0.141148,0.26455
221,0.064592,0.75
222,0.206745,0.75
223,0.22645,0.75
224,0.339121,0.75
225,0.460409,0.0085578
226,0.473869,0.0065098
227,0.002562,0.75
228,0.000893,0.75
229,0.046193,0.41891
230,0.179763,0.19075
231,0.137601,0.25329
232,0.405302,0.75
233,0.415153,0.01569
234,0.224761,0.12541
235,0.216503,0.75
236,0.417156,0.75
237,0.01085,0.75
238,0.340627,0.75
239,0.404634,0.75
240,0.335873,0.75
241,0.383952,0.75
242,0.233185,0.13999
243,0.162126,0.22868
244,0.019223,0.75
245,0.429582,0.018303
246,0.298195,0.07853
247,0.332327,0.75
248,0.217224,0.14294
249,0.338702,0.75
250,0.383283,0.75
251,0.065317,0.38226
252,0.069069,0.37268
253,0.332172,0.75
254,0.404773,0.75
255,0.417876,0.75
256,0.283074,0.75
257,0.004619,0.75
258,0.281309,0.75
259,0.337445,0.75
260,0.143334,0.25306
261,0.005343,0.49254
262,0.213212,0.75
263,0.304956,0.75
264,0.232809,0.75
265,0.091193,0.33218
266,0.143022,0.26293
267,0.267035,0.10963
268,0.226275,0.75
269,0.404379,0.75
270,0.338681,0.75
271,0.341018,0.75
272,0.425132,0.75
273,0.010881,0.47888
274,0.332761,0.75
275,0.044345,0.42024
276,0.331424,0.75
277,0.205718,0.75
278,0.385075,0.03351
279,0.492311,0.015692
280,0.06042,0.39378
281,0.230643,0.75
282,0.405405,0.75
283,0.340721,0.75
284,0.333613,0.75
285,0.007298,0.75
286,0.340051,0.75
287,0.261209,0.10885
288,0.084004,0.33783
289,0.325072,0.75
290,0.337949,0.75
291,0.340874,0.75
292,0.033333,0.43487
293,0.342126,0.75
294,0.337363,0.75
295,0.046108,0.41305
296,0.225734,0.75
297,0.329474,0.75
298,0.239396,0.75
299,0.332557,0.75
300,0.074246,0.36351
301,0.405569,0.75
302,0.240175,0.75
303,0.051591,0.39167
304,0.027675,0.44279
305,0.214021,0.75
306,0.384501,0.75
307,0.383325,0.75
308,0.103912,0.31707
309,0.226782,0.75
310,0.226743,0.75
311,0.249887,0.11252
312,0.392835,0.025156
313,0.422206,0.75
314,0.001336,0.75
315,0.213825,0.75
316,0.16513,0.2007
317,0.335305,0.75
318,0.426885,0.75
319,0.429059,0.75
320,0.038511,0.42984
321,0.050017,0.40615
322,0.101779,0.75
323,0.109849,0.75
324,0.327996,0.75
325,0.001975,0.75
326,0.099408,0.3109
327,0.023523,0.45302
328,0.229869,0.75
329,0.404745,0.75
330,0.285993,0.75
331,0.163445,0.20868
332,0.333115,0.75
333,0.208602,0.75
334,0.221976,0.75
335,0.138715,0.24989
336,0.33608,0.75
337,0.331231,0.75
338,0.381086,0.75
339,0.20892,0.75
340,0.176741,0.20433
341,0.446331,0.014844
342,0.21418,0.75
343,0.342196,0.042045
344,0.214891,0.75
345,0.216647,0.75
346,0.211613,0.75
347,0.104821,0.31178
348,0.392375,0.030111
349,0.280218,0.093669
350,0.142135,0.23641
351,0.233088,0.1192
352,0.219127,0.75
353,0.019155,0.46302
354,0.341238,0.75
355,0.207888,0.75
356,0.025772,0.45201
357,0.001489,0.75
358,0.098447,0.31888
359,0.092019,0.32456
360,0.106141,0.29922
361,0.109782,0.29305
362,0.004515,0.75
363,0.10392,0.31229
364,0.336345,0.75
365,0.231505,0.75
366,0.032474,0.43868
367,0.141311,0.2559
368,0.304629,0.063213
369,0.210305,0.75
370,0.214455,0.75
371,0.035153,0.43019
372,0.383214,0.75
373,0.334712,0.75
374,0.092658,0.32713
375,0.385128,0.75
376,0.384055,0.75
377,0.426508,0.75
378,0.544428,0.0028804
379,0.153583,0.22134
380,0.537781,0.0021636
381,0.176729,0.17108
382,0.382484,0.75
383,0.405144,0.75
384,0.417752,0.75
385,0.406816,0.75
386,0.380972,0.75
387,0.01373,0.47301
388,0.075267,0.35497
389,0.343671,0.75
390,0.33896,0.75
391,0.099315,0.30764
392,0.14065,0.24918
393,0.405281,0.75
394,0.416737,0.75
395,0.417273,0.75
396,0.164047,0.21238
397,0.416679,0.75
398,0.417112,0.75
399,0.185997,0.16198
400,0.339733,0.75
401,0.335197,0.75
402,0.218281,0.75
403,0.054376,0.39378
404,0.112642,0.28348
405,0.295922,0.073213
406,0.385496,0.042632
407,0.044088,0.41578
408,0.33158,0.03913
409,0.333995,0.75
410,0.038424,0.42368
411,0.407919,0.75
412,0.426558,0.75
413,0.341363,0.75
414,0.336402,0.75
415,0.242434,0.75
416,0.078233,0.3556
417,0.109195,0.3179
418,0.009936,0.48333
419,0.224349,0.16137
420,0.051791,0.40343
421,0.285042,0.75
422,0.425782,0.75
423,0.328719,0.75
424,0.28445,0.75
425,0.086461,0.34592
426,0.041787,0.42759
427,0.15563,0.2529
428,0.104698,0.75
429,0.38343,0.75
430,0.340681,0.75
431,0.403408,0.75
432,0.005159,0.75
433,0.235231,0.75
434,0.222318,0.75
435,0.213937,0.75
436,0.226446,0.75
437,0.004045,0.75
438,0.166111,0.20893
439,0.153879,0.24236
440,0.37972,0.75
441,0.305161,0.75
442,0.230931,0.75
443,0.33425,0.75
444,0.07414,0.35947
445,0.282678,0.75
446,0.285251,0.75
447,0.343249,0.75
448,0.201877,0.15085
449,0.065058,0.37989
450,0.088788,0.32308
451,0.381231,0.75
452,0.207436,0.15105
453,0.093852,0.32026
454,0.239676,0.75
455,0.406161,0.75
456,0.403434,0.75
457,0.323762,0.75
458,0.417289,0.75
459,0.221839,0.75
460,0.239287,0.75
461,0.030309,0.43963
462,0.219898,0.75
463,0.337775,0.75
464,0.353971,0.054571
465,0.055989,0.40002
466,0.334857,0.75
467,0.12841,0.26583
468,0.182161,0.20292
469,0.304211,0.75
470,0.009917,0.48061
471,0.090901,0.32875
472,0.108466,0.75
473,0.33635,0.046341
474,0.123059,0.25739
475,0.337817,0.75
476,0.087867,0.33347
477,0.236125,0.12761
478,0.405863,0.75
479,0.160358,0.22019
480,0.15343,0.22778
481,0.284413,0.75
482,0.344411,0.042181
483,0.235831,0.1144
484,0.384995,0.75
485,0.407089,0.75
486,0.333853,0.75
487,0.332732,0.75
488,0.303165,0.057431
489,0.336254,0.75
490,0.015895,0.46914
491,0.465192,0.014467
492,0.268544,0.099212
493,0.218332,0.75
494,0.122307,0.28416
495,0.418113,0.75
496,0.384263,0.75
497,0.122218,0.27642
498,0.069035,0.37729
499,0.237094,0.75
500,0.404946,0.75
501,0.430513,0.75
502,0.407618,0.75
503,0.285068,0.75
504,0.22951,0.12193
505,0.209943,0.75
506,0.109576,0.75
507,0.156659,0.23401
508,0.204108,0.18588
509,0.171233,0.22756
510,0.405223,0.75
511,0.284915,0.75
512,0.098832,0.32412
513,0.234345,0.75
514,0.404483,0.75
515,0.404936,0.75
516,0.429092,0.75
517,0.343952,0.75
518,0.011678,0.47668
519,0.282736,0.075106
520,0.147525,0.23251
521,0,0.75
522,0.225676,0.75
523,0.20105,0.75
524,0.000514,0.75
525,0.125924,0.28086
526,0.332752,0.75
527,0.386307,0.75
528,0.30804,0.75
529,0.417424,0.0178
530,0.394243,0.03444
531,0.380575,0.75
532,0.06852,0.36988
533,0.351372,0.046152
534,0.216552,0.75
535,0.231877,0.75
536,0.239878,0.75
537,0.206848,0.75
538,0.405017,0.75
539,0.317306,0.072832
540,0.390787,0.030985
541,0.210374,0.75
542,0.38528,0.75
543,0.380433,0.75
544,0.336716,0.75
545,0.405879,0.75
546,0.113511,0.30564
547,0.33124,0.75
548,0.283532,0.75
549,0.24035,0.75
550,0.2841,0.75
551,0.283905,0.75
552,0.196721,0.15625
553,0.33396,0.75
554,0.089601,0.35231
555,0.065626,0.75
556,0.307609,0.75
557,0.027341,0.44485
558,0.337371,0.75
559,0.331953,0.75
560,0.302204,0.0682
561,0.476911,0.012169
562,0.353146,0.05334
563,0.154991,0.22128
564,0.047898,0.41027
565,0.340644,0.75
566,0.32882,0.75
567,0,0.75
568,0.331446,0.75
569,0.208038,0.75
570,0.319997,0.75
571,0.4176,0.75
572,0.425816,0.75
573,0.397056,0.037258
574,0.296121,0.083242
575,0.231734,0.13546
576,0.103181,0.31844
577,0.053495,0.40031
578,0.333488,0.75
579,0.027539,0.45
580,0.228891,0.75
581,0.232945,0.75
582,0.381247,0.75
583,0.215399,0.75
584,0.40666,0.75
585,0.334209,0.75
586,0.20668,0.75
587,0.09359,0.3391
588,0.307379,0.75
589,0.240206,0.75
590,0.032231,0.44118
591,0.381553,0.75
592,0.219848,0.75
593,0.418982,0.75
594,0.383597,0.75
595,0.211154,0.75
596,0.405865,0.75
597,0.230519,0.75
598,0.247834,0.11489
599,0.336632,0.75
600,0.41568,0.75
601,0.424794,0.75
602,0.270884,0.10829
603,0.337659,0.75
604,0.235032,0.75
605,0.302275,0.05873
606,0.209551,0.12329
607,0.32377,0.75
608,0.227201,0.75
609,0.083065,0.34728
610,0.449831,0.011486
611,0.23885,0.75
612,0.073949,0.35497
613,0.20174,0.75
614,0.069338,0.36485
615,0.229472,0.128
616,0.053965,0.38966
617,0.330405,0.75
618,0.330591,0.75
619,0.213329,0.75
620,0.289066,0.079649
621,0.502602,0.0084305
622,0.231213,0.75
623,0.13951,0.23945
624,0.202184,0.1578
625,0.101686,0.31101
626,0.042264,0.4271
627,0.029011,0.44563
628,0.219303,0.14527
629,0.37712,0.030205
630,0.268847,0.092776
631,0.15012,0.23993
632,0.319978,0.75
633,0.417438,0.75
634,0.238681,0.75
635,0.28441,0.75
636,0.216156,0.75
637,0.026997,0.44529
638,0.210165,0.75
639,0.382084,0.75
640,0.42637,0.75
641,0.395702,0.023798
642,0.354809,0.040247
643,0.068712,0.36532
644,0.224761,0.75
645,0.242829,0.75
646,0.40831,0.75
647,0.416771,0.75
648,0.406997,0.75
649,0.404845,0.75
650,0.382582,0.75
651,0.328609,0.75
652,0.338333,0.75
653,0.209438,0.75
654,0.342055,0.75
655,0.421717,0.75
656,0.047455,0.41396
657,0.078011,0.36256
658,0.20325,0.75
659,0.320172,0.75
660,0.339097,0.75
661,0.40528,0.75
662,0.383307,0.75
663,0.018406,0.46408
664,0.234626,0.75
665,0.341907,0.75
666,0.427346,0.75
667,0.025501,0.45244
668,0.23851,0.13125
669,0.128522,0.26956
670,0.383011,0.75
671,0.236463,0.75
672,0.270749,0.080874
673,0.341451,0.75
674,0.407323,0.75
675,0.428505,0.75
676,0.423087,0.75
677,0.194276,0.17538
678,0.219469,0.14069
679,0.380431,0.75
680,0.407051,0.75
681,0.384425,0.75
682,0.407415,0.75
683,0.429328,0.75
684,0.417776,0.75
685,0.236799,0.75
686,0.385235,0.75
687,0.228867,0.75
688,0.382312,0.75
689,0.164403,0.21422
690,0.475905,0.0056664
691,0.19613,0.18718
692,0.213723,0.75
693,0.019241,0.46194
694,0.007118,0.48782
695,0.001014,0.75
696,0.148337,0.22148
697,0.510871,0.003852
698,0.48498,0.0035516
699,0.384361,0.75
700,0.206654,0.75
701,0.404323,0.75
702,0.281632,0.75
703,0.240508,0.75
704,0.41784,0.75
705,0.013804,0.47455
706,0.153385,0.25288
707,0.204899,0.75
708,0.433343,0.75
709,0.427257,0.75
710,0.334199,0.75
711,0.121747,0.26921
712,0.331192,0.75
713,0.230205,0.75
714,0.343084,0.75
715,0.023185,0.45524
716,0.068128,0.37876
717,0.283779,0.75
718,0.431967,0.75
719,0.425167,0.75
720,0.281389,0.75
721,0.281555,0.75
722,0.338746,0.75
723,0.170645,0.19664
724,0.152545,0.23303
725,0.237053,0.75
726,0.021833,0.45931
727,0.106494,0.75
728,0.141687,0.25138
729,0.165862,0.22295
730,0.220254,0.13147
731,0.231526,0.75
732,0.341149,0.75
733,0.380787,0.75
734,0.149572,0.22602
735,0.218714,0.75
736,0.000835,0.75
737,0.212846,0.75
738,0.333985,0.75
739,0.209038,0.75
740,0.068823,0.36631
741,0.019609,0.46156
742,0.380722,0.75
743,0.216622,0.75
744,0.01891,0.75
745,0.004592,0.75
746,0.123993,0.26961
747,0.066739,0.3716
748,0.331307,0.75
749,0.380835,0.75
750,0.306764,0.75
751,0.217143,0.75
752,0.203625,0.75
753,0.308291,0.75
754,0.336426,0.75
755,0.239685,0.75
756,0.071559,0.36331
757,0.146203,0.24719
758,0.204745,0.75
759,0.104468,0.30587
760,0.32944,0.75
761,0.337971,0.75
762,0.221244,0.75
763,0.235754,0.75
764,0.21214,0.75
765,0.33089,0.75
766,0.384269,0.020851
767,0.220912,0.12154
768,0.172596,0.18218
769,0.144602,0.23613
770,0.403998,0.75
771,0.063863,0.36524
772,0.116692,0.2747
773,0.381147,0.75
774,0.320754,0.049289
775,0.04262,0.41381
776,0.024292,0.45147
777,0.382927,0.75
778,0.421695,0.75
779,0.384022,0.75
780,0.343624,0.75
781,0.407325,0.75
782,0.092072,0.3112
783,0.203914,0.13798
784,0.061223,0.37828
785,0.341817,0.75
786,0.060809,0.37594
787,0.211229,0.75
788,0.211557,0.75
789,0.240543,0.75
790,0.405603,0.75
791,0.328671,0.75
792,0.416936,0.75
793,0.42918,0.75
794,0.308695,0.05612
795,0.308523,0.75
796,0.308877,0.75
797,0.026148,0.45044
798,0.04655,0.41058
799,0.223429,0.75
800,0.339329,0.75
801,0.214551,0.75
802,0.385525,0.75
803,0.429986,0.75
804,0.331068,0.75
805,0.050764,0.39948
806,0.421818,0.75
807,0.42048,0.019907
808,0.162092,0.2159
809,0.338513,0.75
810,0.011186,0.47845
811,0.417628,0.75
812,0.406829,0.75
813,0.308229,0.049716
814,0.339279,0.75
815,0.607193,0.0021155
816,0.205168,0.15962
817,0.338962,0.75
818,0.308151,0.75
819,0.200554,0.75
820,0.132238,0.26886
821,0.120225,0.27843
822,0.239468,0.75
823,0.383158,0.75
824,0.011601,0.48083
825,0.36496,0.027585
826,0.070803,0.36804
827,0.144177,0.24862
828,0.25087,0.13928
829,0.221413,0.17104
830,0.23557,0.13956
831,0.3421,0.75
832,0.284595,0.75
833,0.010629,0.75
834,0.114483,0.75
835,0.304312,0.75
836,0.282355,0.75
837,0.380824,0.75
838,0.306941,0.75
839,0.385465,0.75
840,0.217452,0.75
841,0.414602,0.017231
842,0.063328,0.38128
843,0.039158,0.42911
844,0.038621,0.42902
845,0.198583,0.1782
846,0.268939,0.09277
847,0.404204,0.75
848,0.405851,0.75
849,0.332015,0.75
850,0.202811,0.75
851,0.379228,0.75
852,0.319253,0.75
853,0.31845,0.75
854,0.23937,0.75
855,0.342048,0.055601
856,0.211367,0.75
857,0.097808,0.31849
858,0.145048,0.23664
859,0.227254,0.75
860,0.235595,0.75
861,0.169337,0.19709
862,0.221497,0.13307
863,0.038963,0.42651
864,0.224216,0.75
865,0.419807,0.025386
866,0.263996,0.09951
867,0.255308,0.10465
868,0.116413,0.28868
869,0.23897,0.75
870,0.089536,0.32266
871,0.220992,0.75
872,0.40553,0.75
873,0.307142,0.75
874,0.382073,0.75
875,0.14161,0.25252
876,0.090512,0.34172
877,0.268778,0.12326
878,0.032553,0.4327
879,0.076658,0.34285
880,0.325746,0.75
881,0.381467,0.75
882,0.219728,0.75
883,0.237716,0.75
884,0.149591,0.24633
885,0.161398,0.23473
886,0.004995,0.75
887,0.31978,0.046627
888,0.070718,0.35969
889,0.380732,0.75
890,0.23148,0.75
891,0.097302,0.31504
892,0.253185,0.10913
893,0.133985,0.25257
894,0.331272,0.75
895,0.230104,0.75
896,0.116939,0.27424
897,0.143874,0.23617
898,0.075234,0.36522
899,0.335689,0.75
900,0.21786,0.75
901,0.224656,0.75
902,0.424697,0.75
903,0.178074,0.20862
904,0.334829,0.056928
905,0.450471,0.012283
906,0.152203,0.23009
907,0.234984,0.75
908,0.383411,0.75
909,0.277618,0.061632
910,0.381553,0.015129
911,0.22495,0.75
912,0.404405,0.75
913,0.334577,0.75
914,0.429063,0.75
915,0.406418,0.75
916,0.156377,0.21663
917,0.216977,0.75
918,0.034489,0.43663
919,0.233023,0.75
920,0.221351,0.75
921,0.329432,0.75
922,0.342354,0.75
923,0.047585,0.40186
924,0.108572,0.30041
925,0.121618,0.28624
926,0.40482,0.75
927,0.283504,0.75
928,0.176748,0.18581
929,0.218221,0.75
930,0.123517,0.26158
931,0.1038,0.31214
932,0.382084,0.75
933,0.436184,0.75
934,0.073291,0.36752
935,0.305513,0.75
936,0.332257,0.75
937,0.210932,0.75
938,0.349192,0.041112
939,0.758564,7.2363e-06
940,0.202427,0.75
941,0.20672,0.75
942,0.21844,0.75
943,0.187945,0.17376
944,0.318885,0.75
945,0.430234,0.75
946,0.207555,0.75
947,0.216163,0.75
948,0.335691,0.75
949,0.126919,0.26923
950,0.282251,0.068913
951,0.285757,0.75
952,0.33741,0.75
953,0.33293,0.75
954,0.059417,0.38202
955,0.226522,0.75
956,0.41671,0.75
957,0.416329,0.75
958,0.213674,0.75
959,0.200237,0.75
960,0.107412,0.29263
961,0.100042,0.31248
962,0.206074,0.75
963,0.117205,0.28808
964,0.234532,0.75
965,0.214372,0.75
966,0.33994,0.75
967,0.188803,0.18015
968,0.247163,0.11316
969,0.326985,0.052311
970,0.052905,0.40411
971,0.380607,0.75
972,0.329632,0.75
973,0.338602,0.75
974,0.429128,0.75
975,0.203572,0.75
976,0.221003,0.12953
977,0.169584,0.20045
978,0.119218,0.27982
979,0.510369,0.0041752
980,0.087809,0.33498
981,0.328199,0.75
982,0.354931,0.036699
983,0.314546,0.064644
984,0.176778,0.19139
985,0.233471,0.75
986,0.404266,0.75
987,0.432731,0.75
988,0.429382,0.75
989,0.341876,0.75
990,0.318975,0.75
991,0.336929,0.75
992,0.234487,0.75
993,0.326963,0.75
994,0.074435,0.36483
995,0.265453,0.10506
996,0.11466,0.28716
997,0.384951,0.75
998,0.432137,0.75
999,0.273901,0.090596
1000,0.201687,0.17176
1001,0.316561,0.75
1002,0.240583,0.75
1003,0.03096,0.43952
1004,0.326867,0.75
1005,0.341453,0.75
1006,0.054374,0.39901
1007,0.40579,0.75
1008,0.222695,0.75
1009,0.282755,0.75
1010,0.342142,0.75
1011,0.001051,0.75
1012,0.339332,0.75
1013,0.225662,0.75
1014,0.010275,0.47979
1015,0.243127,0.75
1016,0.285871,0.75
1017,0.249049,0.11826
1018,0.241466,0.12644
1019,0.103564,0.30857
1020,0.284834,0.75
1021,0.209375,0.75
1022,0.220604,0.75
1023,0.148145,0.24062
1024,0.306278,0.081724
1025,0.327948,0.75
1026,0.335301,0.75
1027,0.203556,0.75
1028,0.237713,0.75
1029,0.218593,0.15267
1030,0.307324,0.75
1031,0.287398,0.75
1032,0.343305,0.75
1033,0.426905,0.75
1034,0.229088,0.75
1035,0.286999,0.75
1036,0.385113,0.75
1037,0.406975,0.75
1038,0.406,0.75
1039,0.421666,0.75
1040,0.340776,0.75
1041,0.40758,0.75
1042,0.381528,0.75
1043,0.177369,0.17522
1044,0.415672,0.75
1045,0.342681,0.75
1046,0.403943,0.75
1047,0.342243,0.75
1048,0.415255,0.75
1049,0.384656,0.75
1050,0.111986,0.29827
1051,0.148914,0.23565
1052,0.370455,0.025801
1053,0.098926,0.31706
1054,0.336464,0.75
1055,0.333025,0.75
1056,0.083335,0.34571
1057,0.087295,0.34712
1058,0.006544,0.48871
1059,0.342448,0.75
1060,0.337443,0.75
1061,0.337448,0.75
1062,0.205095,0.15418
1063,0.149014,0.2406
1064,0.219942,0.12476
1065,0.287471,0.75
1066,0.14257,0.24221
1067,0.001286,0.49793
1068,0.381708,0.75
1069,0.083741,0.35334
1070,0.099982,0.31324
1071,0.027518,0.44795
1072,0.08302,0.34706
1073,0.220147,0.75
1074,0.09256,0.31713
1075,0.187177,0.17373
1076,0.194802,0.16041
1077,0.338746,0.75
1078,0.166254,0.20984
1079,0.04334,0.41541
1080,0.34085,0.75
1081,0.306395,0.75
1082,0.006965,0.48851
1083,0.120457,0.29021
1084,0.20479,0.75
1085,0.416651,0.019555
1086,0.269981,0.10504
1087,0.001045,0.75
1088,0.342005,0.75
1089,0.249723,0.10965
1090,0.023955,0.45565
1091,0.214166,0.75
1092,0.183692,0.18814
1093,0.197343,0.15969
1094,0.323848,0.75
1095,0.382713,0.75
1096,0.238894,0.13587
1097,0.135187,0.27201
1098,0.220195,0.75
1099,0.403389,0.75
1100,0.074818,0.35782
1101,0.204054,0.75
1102,0.205669,0.17473
1103,0.186616,0.19991
1104,0.463747,0.013886
1105,0.342489,0.75
1106,0.335942,0.75
1107,0.013597,0.75
1108,0.077022,0.36704
1109,0.378978,0.75
1110,0.340554,0.75
1111,0.11567,0.29305
1112,0.265151,0.12541
1113,0.336237,0.060205
1114,0.337372,0.75
1115,0.332175,0.75
1116,0.218279,0.75
1117,0.227672,0.75
1118,0.234579,0.75
1119,0.33606,0.75
1120,0.040486,0.42515
1121,0.352094,0.041629
1122,0.307814,0.062016
1123,0.220798,0.75
1124,0.33653,0.75
1125,0.200148,0.75
1126,0.308396,0.75
1127,0.332751,0.75
1128,0.286067,0.75
1129,0.226451,0.75
1130,0.204301,0.15446
1131,0.059295,0.39014
1132,0.33159,0.75
1133,0.343551,0.75
1134,0.239666,0.75
1135,0.406039,0.75
1136,0.283941,0.75
1137,0.136214,0.24075
1138,0.096504,0.31642
1139,0.381291,0.75
1140,0.344411,0.75
1141,0.417227,0.75
1142,0.435303,0.75
1143,0.110651,0.27894
1144,0.219496,0.75
1145,0.384972,0.75
1146,0.342911,0.75
1147,0.428233,0.75
1148,0.427346,0.75
1149,0.404803,0.75
1150,0.343071,0.75
1151,0.341161,0.75
1152,0.318285,0.75
1153,0.129109,0.25959
1154,0.334308,0.75
1155,0.416234,0.75
1156,0.334553,0.75
1157,0.056833,0.38605
1158,0.339982,0.038913
1159,0.230945,0.75
1160,0.323779,0.75
1161,0.339411,0.75
1162,0.379758,0.75
1163,0.051286,0.39718
1164,0.109981,0.29484
1165,0.235749,0.11627
1166,0.223774,0.75
1167,0.163034,0.2236
1168,0.239596,0.75
1169,0.298936,0.074429
1170,0.169519,0.19737
1171,0.250472,0.10928
1172,0.141404,0.23939
1173,0.116702,0.27732
1174,0.00121,0.75
1175,0.139335,0.25331
1176,0.080362,0.34045
1177,0.242605,0.75
1178,0.280638,0.072041
1179,0.286919,0.75
1180,0.064936,0.37132
1181,0.316387,0.05466
1182,0.029378,0.44232
1183,0.226542,0.75
1184,0.547957,0.0012657
1185,0.286941,0.75
1186,0.417784,0.75
1187,0.422297,0.75
1188,0.300466,0.065182
1189,0.425964,0.75
1190,0.38091,0.75
1191,0.20327,0.14947
1192,0.207292,0.14411
1193,0.012285,0.75
1194,0.212316,0.75
1195,0.215363,0.75
1196,0.341322,0.75
1197,0.364234,0.035388
1198,0.379409,0.75
1199,0.403469,0.75
1200,0.383542,0.75
1201,0.427178,0.75
1202,0.229208,0.75
1203,0.14573,0.24802
1204,0.019344,0.46236
1205,0.234144,0.75
1206,0.193431,0.19248
1207,0.017247,0.46703
