region,heritability,pvalue
484,0.008885,0.48261
485,0.205149,0.75
486,0.048557,0.41802
487,0.23008,0.75
488,0.224884,0.75
489,0.161729,0.22059
490,0.237593,0.13146
491,0.131157,0.26467
492,0.293608,0.079672
493,0.273336,0.097046
494,0.04343,0.41908
495,0.331056,0.75
496,0.236907,0.75
497,0.326916,0.75
498,0.240199,0.75
499,0.337551,0.75
500,0.042837,0.41629
501,0.480819,0.0073732
502,0.281395,0.75
503,0.334709,0.75
504,0.326384,0.047822
505,0.108306,0.3011
506,0.112604,0.31296
507,0.305955,0.75
508,0.206873,0.75
509,0.17096,0.21199
510,0.145899,0.24818
511,0.133722,0.259
512,0.271556,0.09419
513,0.107153,0.75
514,0.034519,0.43529
515,0.093649,0.33237
516,0.160861,0.21429
517,0.284935,0.75
518,0.334329,0.75
519,0.142785,0.24399
520,0.575855,0.0026666
521,0.26388,0.091447
522,0.21407,0.75
523,0.00199,0.49606
524,0.160392,0.21006
525,0.377648,0.0345
526,0.452449,0.019439
527,0.002157,0.49623
528,0.076506,0.35592
529,0.125552,0.28352
530,0.235148,0.75
531,0.204168,0.75
532,0.103178,0.30474
533,0.124556,0.29362
534,0.141903,0.2521
535,0.134123,0.25269
536,0.336219,0.75
537,0.337472,0.75
538,0.153804,0.22406
539,0.419494,0.018442
540,0.129697,0.24731
541,0.080041,0.35914
542,0.233147,0.75
543,0.324906,0.75
544,0.136064,0.2587
545,0.236588,0.75
546,0.085169,0.33013
547,0.054404,0.39817
548,0.380142,0.75
549,0.282756,0.083894
550,0.306093,0.75
551,0.338055,0.75
552,0.308385,0.75
553,0.405392,0.75
554,0.404173,0.75
555,0.043982,0.40802
556,0.325625,0.039083
557,0.157883,0.19023
558,0.165944,0.20996
559,0.154978,0.23118
560,0.066661,0.37668
561,0.057999,0.37814
562,0.231427,0.75
563,0.099192,0.31605
564,0.567185,0.0035167
565,0.38514,0.75
566,0.406028,0.75
567,0.384432,0.75
568,0.332552,0.75
569,0.203742,0.75
570,0.081286,0.34196
571,0.256102,0.097725
572,0.019806,0.45978
573,0.381491,0.75
574,0.00562,0.75
575,0.064384,0.38157
576,0.20524,0.75
577,0.33484,0.05139
578,0.158134,0.21639
579,0.045671,0.41408
580,0.328935,0.75
581,0.226586,0.75
582,0.064871,0.37078
583,0.332926,0.75
584,0.337022,0.75
585,0.406365,0.75
586,0.342507,0.75
587,0.031098,0.43699
588,0.038841,0.42173
589,0.229865,0.75
590,0.222504,0.12112
591,0.240153,0.75
592,0.385164,0.75
593,0.386958,0.75
594,0.339127,0.75
595,0.384887,0.75
596,0.160558,0.23159
597,0.15543,0.22603
598,0.330756,0.75
599,0.305453,0.75
600,0.330942,0.75
601,0.306805,0.75
602,0.242841,0.75
603,0.244238,0.12016
604,0.040328,0.42241
605,0.382687,0.75
606,0.407444,0.75
607,0.336382,0.75
608,0.334276,0.75
609,0.382297,0.75
610,0.343269,0.75
611,0.40692,0.75
612,0.380507,0.75
613,0.423551,0.75
614,0.38195,0.75
615,0.294538,0.063571
616,0.066726,0.38099
617,0.20691,0.75
618,0.204838,0.75
619,0.227953,0.75
620,0.332599,0.75
621,0.205033,0.75
622,0.104316,0.29791
623,0.133652,0.2473
624,0.208805,0.75
625,0.242879,0.75
626,0.305961,0.75
627,0.416801,0.75
628,0.386043,0.75
629,0.384428,0.75
630,0.417854,0.75
631,0.34191,0.75
632,0.330374,0.75
633,0.385217,0.75
634,0.382755,0.75
635,0.306622,0.75
636,0.319396,0.043406
637,0.136982,0.23436
638,0.136106,0.24945
639,0.235275,0.13216
640,0.103929,0.30401
641,0.022935,0.45634
642,0.336301,0.75
643,0.234214,0.75
644,0.039979,0.42103
645,0.066988,0.37448
646,0.381697,0.75
647,0.385005,0.75
648,0.281392,0.75
649,0.383824,0.75
650,0.427347,0.75
651,0.425836,0.75
652,0.421089,0.75
653,0.383489,0.75
654,0.381799,0.75
655,0.332127,0.75
656,0.234143,0.75
657,0.288233,0.75
658,0.239424,0.75
659,0.2107,0.75
660,0.328129,0.75
661,0.080958,0.35147
662,0.24145,0.13428
663,0.328237,0.055983
664,0.405528,0.75
665,0.383325,0.75
666,0.407009,0.75
667,0.235895,0.75
668,0.382671,0.75
669,0.404863,0.75
670,0.342651,0.75
671,0.406787,0.75
672,0.423071,0.75
673,0.427995,0.75
674,0.416074,0.75
675,0.33852,0.75
676,0.235662,0.75
677,0.326153,0.75
678,0.118557,0.25438
679,0.061081,0.36782
680,0.332979,0.75
681,0.381868,0.75
682,0.23583,0.75
683,0.167885,0.22507
684,0.163817,0.23063
685,0.305521,0.059589
686,0.220423,0.13505
687,0.337105,0.75
688,0.38408,0.75
689,0.405672,0.75
690,0.337821,0.75
691,0.327939,0.75
692,0.041039,0.41794
693,0.104406,0.75
694,0.383622,0.75
695,0.406308,0.75
696,0.30775,0.75
697,0.128575,0.26546
698,0.214589,0.75
699,0.22463,0.75
700,0.226726,0.13727
701,0.203286,0.1425
702,0.337778,0.75
703,0.341678,0.75
704,0.031085,0.43832
705,0.128631,0.26679
706,0.129587,0.27719
707,0.076431,0.36031
708,0.26822,0.09337
709,0.122066,0.28177
710,0.383353,0.75
711,0.422465,0.75
712,0.336987,0.75
713,0.380401,0.75
714,0.329381,0.75
715,0.134837,0.24996
716,0.45923,0.0066753
717,0.263798,0.10068
718,0.38252,0.75
719,0.405022,0.75
720,0.207558,0.75
721,0.019717,0.46531
722,0.327152,0.75
723,0.21801,0.75
724,0.38757,0.023957
725,0.387428,0.026582
726,0.226207,0.13968
727,0.403494,0.75
728,0.327009,0.75
729,0.245911,0.10642
730,0.216061,0.14434
731,0.014373,0.47388
732,0.005571,0.48943
733,0.232279,0.13017
734,0.282242,0.75
735,0.425405,0.75
736,0.416635,0.75
737,0.308707,0.75
738,0.335414,0.75
739,0.331618,0.75
740,0.206871,0.75
741,0.20291,0.75
742,0.332814,0.75
743,0.429959,0.75
744,0.429085,0.75
745,0.405491,0.75
746,0.381948,0.75
747,0.37984,0.75
748,0.051058,0.40332
749,0.197925,0.15115
750,0.168542,0.21099
751,0.283124,0.75
752,0.33687,0.75
753,0.043967,0.4216
754,0.389808,0.02437
755,0.132331,0.26256
756,0.030467,0.44107
757,0.146989,0.23793
758,0.153589,0.23337
759,0.333209,0.75
760,0.42746,0.75
761,0.385588,0.75
762,0.331259,0.75
763,0.405817,0.75
764,0.387421,0.75
765,0.417742,0.75
766,0.417795,0.75
767,0.416291,0.75
768,0.41617,0.75
769,0.421722,0.75
770,0.41607,0.75
771,0.422269,0.75
772,0.306787,0.75
773,0.343341,0.75
774,0.341199,0.75
775,0.341165,0.75
776,0.04232,0.42084
777,0.0684,0.37635
778,0.251531,0.11726
779,0.160829,0.22425
780,0.148883,0.22112
781,0.258123,0.10016
782,0.075954,0.36376
783,0.332004,0.75
784,0.405999,0.75
785,0.386339,0.75
786,0.427175,0.75
787,0.426889,0.75
788,0.417673,0.75
789,0.214596,0.75
790,0.112895,0.29901
791,0.330904,0.75
792,0.330243,0.75
793,0.22808,0.75
794,0.406506,0.75
795,0.404795,0.75
796,0.429097,0.75
797,0.402727,0.75
798,0.238817,0.75
799,0.147007,0.23279
800,0.286514,0.75
801,0.214906,0.75
802,0.185158,0.18416
803,0.503321,0.0053218
804,0.083183,0.3434
805,0.337371,0.75
806,0.339234,0.75
807,0.382464,0.75
808,0.089654,0.32209
809,0.300934,0.06729
810,0.23242,0.14553
811,0.222989,0.75
812,0.153389,0.2396
813,0.164171,0.21534
814,0.323476,0.75
815,0.403967,0.75
816,0.383362,0.75
817,0.380922,0.75
818,0.020429,0.45996
819,0.224732,0.75
820,0.385671,0.75
821,0.205913,0.75
822,0.29531,0.078008
823,0.712224,0.00015121
824,0.012051,0.47809
825,0.40363,0.75
826,0.459642,0.012378
827,0.106941,0.30221
828,0.318909,0.75
829,0.003138,0.49455
830,0.031681,0.44038
831,0.218728,0.75
832,0.3367,0.75
833,0.380801,0.75
834,0.537025,0.0023018
835,0.207095,0.75
836,0.384102,0.75
837,0.406791,0.75
838,0.186696,0.18176
839,0.137773,0.25094
840,0.149383,0.23199
841,0.180331,0.18949
842,0.078571,0.35136
843,0.078513,0.3512
844,0.215538,0.75
845,0.51367,0.0053387
846,0.201869,0.75
847,0.38284,0.75
848,0.099806,0.301
849,0.01685,0.4664
850,0.075059,0.34587
851,0.208576,0.75
852,0.142715,0.22413
853,0.165116,0.21162
854,0.238787,0.75
855,0.271493,0.09187
856,0.038061,0.42204
857,0.382461,0.75
858,0.284626,0.75
859,0.022003,0.46049
860,0.338293,0.75
861,0.423747,0.75
862,0.285465,0.75
863,0.242875,0.75
864,0.043975,0.40909
865,0.231937,0.75
866,0.051772,0.39786
867,0.252342,0.11543
868,0.285189,0.081944
869,0.159873,0.22089
870,0.476977,0.0079068
871,0.108158,0.29329
872,0.406386,0.75
873,0.425027,0.75
874,0.331697,0.75
875,0.20825,0.75
876,0.382069,0.75
877,0.383095,0.75
878,0.018846,0.46341
879,0.07502,0.34403
880,0.224676,0.75
881,0.342704,0.75
882,0.229265,0.75
883,0.040462,0.42227
884,0.229729,0.75
885,0.019801,0.46653
886,0.344086,0.75
887,0.236175,0.75
888,0.172187,0.18947
889,0.125458,0.25949
890,0.337819,0.75
891,0.425026,0.75
892,0.427017,0.75
893,0.328163,0.75
894,0.332298,0.75
895,0.383423,0.75
896,0.405734,0.75
897,0.304833,0.75
898,0.367945,0.031449
899,0.038298,0.42547
900,0.143906,0.23191
901,0.138371,0.24013
902,0.113419,0.28789
903,0.228788,0.75
904,0.416589,0.75
905,0.426198,0.75
906,0.119498,0.75
907,0.33394,0.068317
908,0.2376,0.75
909,0.338841,0.75
910,0.286118,0.75
911,0.085957,0.33933
912,0.149072,0.24784
913,0.089271,0.33842
914,0.200402,0.75
915,0.201771,0.16564
916,0.14643,0.23931
917,0.211791,0.15527
918,0.049972,0.41245
919,0.381546,0.75
920,0.405284,0.75
921,0.280013,0.75
922,0.217398,0.75
923,0.254149,0.10111
924,0.181415,0.18656
925,0.251126,0.10883
926,0.381419,0.75
927,0.430789,0.75
928,0.416562,0.75
929,0.199924,0.17507
930,0.273812,0.10585
931,0.285619,0.75
932,0.384915,0.75
933,0.21381,0.75
934,0.253946,0.1261
935,0.130451,0.28895
936,0.108714,0.31549
937,0.004879,0.75
938,0.10129,0.31721
939,0.355252,0.041538
940,0.462846,0.010456
941,0.051799,0.40343
942,0.422913,0.75
943,0.428929,0.75
944,0.232376,0.75
945,0.34175,0.75
946,0.238119,0.75
947,0.071901,0.3617
948,0.181693,0.17278
949,0.339721,0.041998
950,0.407443,0.75
951,0.020526,0.46167
952,0.404322,0.75
953,0.403707,0.75
954,0.333024,0.75
955,0.00347,0.49593
956,0.219124,0.75
957,0.284502,0.75
958,0.033896,0.43598
959,0.228083,0.75
960,0.328379,0.049317
961,0.435543,0.0097841
962,0.387262,0.75
963,0.002058,0.75
964,0.285341,0.75
965,0.040476,0.42177
966,0.162338,0.20296
967,0.068649,0.36439
968,0.416419,0.75
969,0.381924,0.75
970,0.337764,0.75
971,0.382143,0.75
972,0.201805,0.75
973,0.318551,0.75
974,0.207444,0.75
975,0.226179,0.75
976,0.213659,0.75
977,0.086653,0.34072
978,0.169506,0.2231
979,0.137329,0.26143
980,0.215513,0.13319
981,0.329432,0.75
982,0.341616,0.75
983,0.025486,0.45105
984,0.407418,0.75
985,0.319653,0.75
986,0.328342,0.059591
987,0.381556,0.75
988,0.380578,0.75
989,0.22229,0.75
990,0.06146,0.38753
991,0.015691,0.75
992,0.350445,0.047758
993,0.578771,0.0022661
994,0.322759,0.067464
995,0.22754,0.75
996,0.205925,0.75
997,0.17313,0.20653
998,0.083784,0.34031
999,0.225075,0.75
1000,0.381346,0.75
1001,0.323418,0.75
1002,0.323922,0.75
1003,0.381047,0.75
1004,0.2251,0.75
1005,0.334704,0.75
1006,0.339415,0.75
1007,0.11287,0.29576
1008,0.154668,0.23582
1009,0.234742,0.75
1010,0.215297,0.75
1011,0.089026,0.3409
1012,0.038707,0.42592
1013,0.124442,0.26644
1014,0.207971,0.75
1015,0.404804,0.75
1016,0.382119,0.75
1017,0.333743,0.75
1018,0.33235,0.75
1019,0.106371,0.75
1020,0.054954,0.3956
1021,0.119763,0.27545
1022,0.383365,0.75
1023,0.4065,0.75
1024,0.416306,0.75
1025,0.241545,0.75
1026,0.237896,0.75
1027,0.338801,0.75
1028,0.437377,0.014697
1029,0.159565,0.21777
1030,0.14458,0.23672
1031,0.384573,0.75
1032,0.34199,0.75
1033,0.38137,0.75
1034,0.23259,0.75
1035,0.074751,0.35068
1036,0.014478,0.47224
1037,0.356765,0.0329
1038,0.384531,0.020995
1039,0.161327,0.20039
1040,0.080507,0.34301
1041,0.230995,0.75
1042,0.333373,0.75
1043,0.407133,0.75
1044,0.383707,0.75
1045,0.23954,0.75
1046,0.012803,0.47457
1047,0.165246,0.20032
1048,0.307082,0.051295
1049,0.172385,0.17098
1050,0.058407,0.37853
1051,0.343374,0.75
1052,0.381058,0.75
1053,0.418683,0.75
1054,0.417252,0.75
1055,0.385371,0.75
1056,0.204466,0.75
1057,0.295023,0.062912
1058,0.27007,0.064645
1059,0.142041,0.20224
1060,0.070515,0.35086
1061,0.336649,0.75
1062,0.430062,0.75
1063,0.382656,0.75
1064,0.336908,0.75
1065,0.21405,0.75
1066,0.24265,0.089828
1067,0.221282,0.75
1068,0.077319,0.34175
1069,0.234604,0.10512
1070,0.431613,0.75
1071,0.23202,0.75
1072,0.232157,0.75
1073,0.017344,0.46582
1074,0.319811,0.046063
1075,0.276256,0.081282
1076,0.000361,0.49893
1077,0.004371,0.49139
1078,0.433684,0.75
1079,0.382982,0.75
1080,0.331844,0.75
1081,0.342029,0.75
1082,0.328581,0.75
1083,0.031154,0.44271
1084,0.33916,0.75
1085,0.404665,0.75
1086,0.380674,0.75
1087,0.339793,0.75
1088,0.213428,0.75
1089,0.221573,0.75
1090,0.137614,0.2655
1091,0.193352,0.18767
1092,0.135608,0.24135
1093,0.143547,0.23607
1094,0.285503,0.088785
1095,0.242439,0.11158
1096,0.043818,0.41211
1097,0.137107,0.25769
1098,0.353674,0.051501
1099,0.044604,0.41129
1100,0.335753,0.75
1101,0.33775,0.75
1102,0.010683,0.75
1103,0.381654,0.75
1104,0.333285,0.75
1105,0.385186,0.75
1106,0.282885,0.75
1107,0.228063,0.75
1108,0.219393,0.75
1109,0.379397,0.75
1110,0.383436,0.75
1111,0.240952,0.75
1112,0.232208,0.75
1113,0.002214,0.75
1114,0.199714,0.17277
1115,0.003979,0.49228
1116,0.035962,0.43038
1117,0.234125,0.75
1118,0.239661,0.1348
1119,0.051745,0.40592
1120,0.334232,0.75
1121,0.422247,0.75
1122,0.381509,0.75
1123,0.21123,0.75
1124,0.28222,0.75
1125,0.222251,0.75
1126,0.217235,0.75
1127,0.078038,0.35516
1128,0.510311,0.0062215
1129,0.322413,0.053356
1130,0.060751,0.38137
1131,0.162624,0.20926
1132,0.206238,0.15046
1133,0.235026,0.75
1134,0.171598,0.22236
1135,0.013295,0.75
1136,0.282314,0.75
1137,0.237626,0.75
1138,0.283146,0.75
1139,0.23264,0.75
1140,0.318552,0.75
1141,0.334796,0.75
1142,0.211768,0.75
1143,0.125839,0.27042
1144,0.659395,0.00019865
1145,0.490951,0.0052005
1146,0.318774,0.058002
1147,0.029875,0.44208
1148,0.336793,0.75
1149,0.342571,0.75
1150,0.017732,0.75
1151,0.283034,0.75
1152,0.318696,0.75
1153,0.203981,0.75
1154,0.210972,0.75
1155,0.092481,0.32096
1156,0.226089,0.75
1157,0.239355,0.75
1158,0.335173,0.75
1159,0.23587,0.75
1160,0.053281,0.39345
1161,0.500967,0.0045833
1162,0.250951,0.098127
1163,0.269989,0.096012
1164,0.123397,0.28032
1165,0.226359,0.75
1166,0.341667,0.75
1167,0.330379,0.75
1168,0.30596,0.75
1169,0.334091,0.75
1170,0.383198,0.75
1171,0.178672,0.20211
1172,0,0.75
1173,0.034808,0.431
1174,0.328634,0.75
1175,0.340438,0.75
1176,0.307057,0.75
1177,0.138322,0.25082
1178,0.018768,0.46224
1179,0.207229,0.14766
1180,0.19704,0.15131
1181,0.002521,0.75
1182,0.227495,0.75
1183,0.282205,0.75
1184,0.208561,0.75
1185,0.134292,0.25183
1186,0.336555,0.75
1187,0.343906,0.75
1188,0.334979,0.75
1189,0.404105,0.75
1190,0.382383,0.75
1191,0.222256,0.75
1192,0.118236,0.26683
1193,0.224503,0.75
1194,0.231716,0.75
1195,0.174679,0.19949
1196,0.235589,0.11714
1197,0.063733,0.37228
1198,0.079734,0.34315
1199,0.116441,0.28144
1200,0.063944,0.38071
1201,0.406421,0.75
1202,0.384684,0.75
1203,0.340762,0.75
1204,0.217305,0.75
1205,0.236183,0.75
1206,0.237582,0.75
